Date,Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
8/25/03,,0,
8/26/03,,0,
8/27/03,,0,
8/28/03,,0,
8/29/03,,0,
8/30/03,,0,
8/31/03,,0,
9/1/03,,0.3,
9/2/03,,0.1,
9/3/03,,0,
9/4/03,,0,
9/5/03,,0,
9/6/03,,0.2,
9/7/03,,0,
9/8/03,,0.1,
9/9/03,,0,
9/10/03,,0,
9/11/03,,0,
9/12/03,,0,
9/13/03,,0,
9/14/03,,0,
9/15/03,,0,
9/16/03,,0,
9/17/03,,0,
9/18/03,,0,
9/19/03,,0,
9/20/03,,0,
9/21/03,,0,
9/22/03,,0,
9/23/03,,0,
9/24/03,,0,
9/25/03,,0,
9/26/03,,0,
9/27/03,,0,
9/28/03,,0,
9/29/03,,0,
9/30/03,,0.1,
10/1/03,,0,
10/2/03,,0.2,
10/3/03,,0.4,
10/4/03,,0,
10/5/03,,0,
10/6/03,,0,
10/7/03,,0,
10/8/03,,0,
10/9/03,,0,
10/10/03,,0,
10/11/03,,0,
10/12/03,,0,
10/13/03,,0,
10/14/03,,0,
10/15/03,,0,
10/16/03,,0,
10/17/03,,0,
10/18/03,,0,
10/19/03,,0,
10/20/03,,0,
10/21/03,,0,
10/22/03,,0,
10/23/03,,0,
10/24/03,,0,
10/25/03,,0,
10/26/03,,0,
10/27/03,,0,
10/28/03,,0,
10/29/03,,0,
10/30/03,,0,
10/31/03,,0.2,
11/1/03,,0,
11/2/03,,0,
11/3/03,,0.2,
11/4/03,,0,
11/5/03,,0,
11/6/03,,0,
11/7/03,,0,
11/8/03,,0,
11/9/03,,0,
11/10/03,,0.3,
11/11/03,,0,
11/12/03,,0.9,
11/13/03,,0.5,
11/14/03,,0,
11/15/03,,0,
11/16/03,,0,
11/17/03,,0,
11/18/03,,0,
11/19/03,,0,
11/20/03,,0,
11/21/03,,0,
11/22/03,,0.1,
11/23/03,,0,
11/24/03,,0,
11/25/03,,0,
11/26/03,,0,
11/27/03,,0,
11/28/03,,0,
11/29/03,,0,
11/30/03,,0,
12/1/03,,0,
12/2/03,,0,
12/3/03,,0,
12/4/03,,0,
12/5/03,,0,
12/6/03,,0.2,
12/7/03,,0.5,
12/8/03,,0.1,
12/9/03,,0,
12/10/03,,0,
12/11/03,,0.1,
12/12/03,,0.2,
12/13/03,,0.1,
12/14/03,,0.2,
12/15/03,,0.1,
12/16/03,,0.1,
12/17/03,,0,
12/18/03,,0,
12/19/03,,0,
12/20/03,,0,
12/21/03,,0.2,
12/22/03,,0,
12/23/03,,0,
12/24/03,,0,
12/25/03,,1.7,
12/26/03,,0.6,
12/27/03,,0,
12/28/03,,0,
12/29/03,,0.2,
12/30/03,,0.3,
12/31/03,,0,
1/1/04,,0,
1/2/04,,0.5,
1/3/04,,0.1,
1/4/04,,0,
1/5/04,,0.2,
1/6/04,,0.1,
1/7/04,,0,
1/8/04,,0,
1/9/04,,0.1,
1/10/04,,0,
1/11/04,,0,
1/12/04,,0,
1/13/04,,0,
1/14/04,,0,
1/15/04,,0,
1/16/04,,0,
1/17/04,,0,
1/18/04,,0,
1/19/04,,0,
1/20/04,,0,
1/21/04,,0,
1/22/04,,0,
1/23/04,,0,
1/24/04,,0,
1/25/04,,0,
1/26/04,,0,
1/27/04,,0.1,
1/28/04,,0,
1/29/04,,0,
1/30/04,,0,
1/31/04,,0,
2/1/04,,0,
2/2/04,,0.3,
2/3/04,,0.4,
2/4/04,,0,
2/5/04,,0,
2/6/04,,0,
2/7/04,,0.1,
2/8/04,,0,
2/9/04,,0,
2/10/04,,0,
2/11/04,,0,
2/12/04,,0,
2/13/04,,0.1,
2/14/04,,0,
2/15/04,,0,
2/16/04,,0.2,
2/17/04,,0,
2/18/04,,0,
2/19/04,,0,
2/20/04,,0.2,
2/21/04,,0.5,
2/22/04,,0.9,
2/23/04,,1.6,
2/24/04,,0.1,
2/25/04,,0.2,
2/26/04,,1.1,
2/27/04,,0.4,
2/28/04,,0.2,
2/29/04,,0,
3/1/04,,0.2,
3/2/04,,0.3,
3/3/04,,0,
3/4/04,,0.1,
3/5/04,,0,
3/6/04,,0.1,
3/7/04,,0,
3/8/04,,0,
3/9/04,,0,
3/10/04,,0,
3/11/04,,0,
3/12/04,,0,
3/13/04,,0,
3/14/04,,0,
3/15/04,,0,
3/16/04,,0,
3/17/04,,0,
3/18/04,,0,
3/19/04,,0,
3/20/04,,0,
3/21/04,,0,
3/22/04,,0,
3/23/04,,0,
3/24/04,,0,
3/25/04,,0,
3/26/04,,0,
3/27/04,,0,
3/28/04,,0,
3/29/04,,0,
3/30/04,,0,
3/31/04,,0,
4/1/04,,0,
4/2/04,,1,
4/3/04,,0.7,
4/4/04,,0,
4/5/04,,0.3,
4/6/04,,0.1,
4/7/04,,0.1,
4/8/04,,0.1,
4/9/04,,0,
4/10/04,,0,
4/11/04,,0,
4/12/04,,0,
4/13/04,,0,
4/14/04,,0,
4/15/04,,0,
4/16/04,,0.1,
4/17/04,,0.3,
4/18/04,,0.1,
4/19/04,,0,
4/20/04,,0,
4/21/04,,0,
4/22/04,,0.2,
4/23/04,,0,
4/24/04,,0,
4/25/04,,0,
4/26/04,,0,
4/27/04,,0,
4/28/04,,0,
4/29/04,,0,
4/30/04,,0,
5/1/04,,0,
5/2/04,,0,
5/3/04,,0,
5/4/04,,0,
5/5/04,,0,
5/6/04,,0,
5/7/04,,0,
5/8/04,,0,
5/9/04,,0,
5/10/04,,0,
5/11/04,,0,
5/12/04,,0,
5/13/04,,0,
5/14/04,,0,
5/15/04,,0,
5/16/04,,0,
5/17/04,,0,
5/18/04,,0,
5/19/04,,0,
5/20/04,,0,
5/21/04,,0,
5/22/04,,0,
5/23/04,,0,
5/24/04,,0,
5/25/04,,0,
5/26/04,,0,
5/27/04,,0,
5/28/04,,0,
5/29/04,,0.2,
5/30/04,,0,
5/31/04,,0,
6/1/04,,0,
6/2/04,,0,
6/3/04,,0,
6/4/04,,0,
6/5/04,,0,
6/6/04,,0,
6/7/04,,0,
6/8/04,,0,
6/9/04,,0,
6/10/04,,0,
6/11/04,,0,
6/12/04,,0,
6/13/04,,0,
6/14/04,,0,
6/15/04,,0,
6/16/04,,0,
6/17/04,,0,
6/18/04,,0,
6/19/04,,0,
6/20/04,,0,
6/21/04,,0.1,
6/22/04,,0,
6/23/04,,0,
6/24/04,,0,
6/25/04,,0,
6/26/04,,0.2,
6/27/04,,0.1,
6/28/04,,0,
6/29/04,,0,
6/30/04,,0.1,
7/1/04,,0,
7/2/04,,0,
7/3/04,,0,
7/4/04,,0,
7/5/04,,0,
7/6/04,,0,
7/7/04,,0,
7/8/04,,0,
7/9/04,,0,
7/10/04,,0,
7/11/04,,0,
7/12/04,,0,
7/13/04,,0,
7/14/04,,0,
7/15/04,,2.4,
7/16/04,,0.2,
7/17/04,,0,
7/18/04,,0.7,
7/19/04,,0.1,
7/20/04,,0,
7/21/04,,0,
7/22/04,,0,
7/23/04,,0,
7/24/04,,0.3,
7/25/04,,0.2,
7/26/04,,0.2,
7/27/04,,0.4,
7/28/04,,0,
7/29/04,,0,
7/30/04,,0,
7/31/04,,0,
8/1/04,,0,
8/2/04,,0.2,
8/3/04,,0,
8/4/04,,0,
8/5/04,,0,
8/6/04,,0,
8/7/04,,0,
8/8/04,,0,
8/9/04,,0,
8/10/04,,0,
8/11/04,,0,
8/12/04,,0,
8/13/04,,0,
8/14/04,,0,
8/15/04,,0,
8/16/04,,0.5,
8/17/04,,0,
8/18/04,,0.1,
8/19/04,,0,
8/20/04,,0.2,
8/21/04,,0.1,
8/22/04,,0,
8/23/04,,0,
8/24/04,,0,
8/25/04,,0,
8/26/04,,0,
8/27/04,,0,
8/28/04,,0,
8/29/04,,0,
8/30/04,,0,
8/31/04,,0,
9/1/04,,0,
9/2/04,,0,
9/3/04,,0,
9/4/04,,0,
9/5/04,,0,
9/6/04,,0,
9/7/04,,0,
9/8/04,,0,
9/9/04,,0.2,
9/10/04,,0,
9/11/04,,0.5,
9/12/04,,0,
9/13/04,,0,
9/14/04,,0,
9/15/04,,0.1,
9/16/04,,0,
9/17/04,,0,
9/18/04,,0.1,
9/19/04,,1.1,
9/20/04,,0,
9/21/04,,0,
9/22/04,,0,
9/23/04,,0,
9/24/04,,0,
9/25/04,,0,
9/26/04,,0,
9/27/04,,0,
9/28/04,,0.4,
9/29/04,,0.4,
9/30/04,,0,
10/1/04,,0.1,
10/2/04,,0,
10/3/04,,0,
10/4/04,,0.1,
10/5/04,,0,
10/6/04,,0,
10/7/04,,0,
10/8/04,,0,
10/9/04,,0,
10/10/04,,0.1,
10/11/04,,0,
10/12/04,,0,
10/13/04,,0,
10/14/04,,0,
10/15/04,,0,
10/16/04,,0,
10/17/04,,0.3,
10/18/04,,0.2,
10/19/04,,0.6,
10/20/04,,2,
10/21/04,,1.3,
10/22/04,,0.2,
10/23/04,,0,
10/24/04,,0.1,
10/25/04,,0,
10/26/04,,0,
10/27/04,,0.8,
10/28/04,,0.6,
10/29/04,,0,
10/30/04,,0.1,
10/31/04,,0,
11/1/04,,0,
11/2/04,,0,
11/3/04,,0,
11/4/04,,0,
11/5/04,,0,
11/6/04,,0,
11/7/04,,0.9,
11/8/04,,3.2,
11/9/04,,0.1,
11/10/04,,0,
11/11/04,,0,
11/12/04,,0.3,
11/13/04,,0.5,
11/14/04,,0,
11/15/04,,0,
11/16/04,,0,
11/17/04,,0,
11/18/04,,0,
11/19/04,,0,
11/20/04,,0.1,
11/21/04,,1.9,
11/22/04,,0.3,
11/23/04,,0,
11/24/04,,0,
11/25/04,,0,
11/26/04,,0,
11/27/04,,0.4,
11/28/04,,0.1,
11/29/04,,0,
11/30/04,,0,
12/1/04,,0,
12/2/04,,0,
12/3/04,,0,
12/4/04,,0,
12/5/04,,0.2,
12/6/04,,0,
12/7/04,,0,
12/8/04,,0,
12/9/04,,0,
12/10/04,,0,
12/11/04,,0,
12/12/04,,0,
12/13/04,,0,
12/14/04,,0,
12/15/04,,0,
12/16/04,,0,
12/17/04,,0,
12/18/04,,0,
12/19/04,,0,
12/20/04,,0.1,
12/21/04,,0,
12/22/04,,0,
12/23/04,,0,
12/24/04,,0.1,
12/25/04,,0,
12/26/04,,0,
12/27/04,,0.2,
12/28/04,,0.8,
12/29/04,,2,
12/30/04,,0.5,
12/31/04,,0.4,
1/1/05,,0.1,
1/2/05,,0.1,
1/3/05,,0.9,
1/4/05,,0.7,
1/5/05,,0.1,
1/6/05,,0,
1/7/05,,0.3,
1/8/05,,1.6,
1/9/05,,0.8,
1/10/05,,0.8,
1/11/05,,1.7,
1/12/05,,0.3,
1/13/05,,0,
1/14/05,,0,
1/15/05,,0,
1/16/05,,0,
1/17/05,,0,
1/18/05,,0,
1/19/05,,0,
1/20/05,,0,
1/21/05,,0,
1/22/05,,0,
1/23/05,,0,
1/24/05,,0,
1/25/05,,0,
1/26/05,,1.2,
1/27/05,,0.3,
1/28/05,,0.1,
1/29/05,,0.2,
1/30/05,,0.1,
1/31/05,,0,
2/1/05,,0,
2/2/05,,0,
2/3/05,,0,
2/4/05,,0,
2/5/05,,0,
2/6/05,,0,
2/7/05,,0.4,
2/8/05,,0.1,
2/9/05,,0,
2/10/05,,0,
2/11/05,,1.4,
2/12/05,,0.2,
2/13/05,,0.1,
2/14/05,,0,
2/15/05,,0,
2/16/05,,0,
2/17/05,,0,
2/18/05,,0.6,
2/19/05,,0.4,
2/20/05,,0.1,
2/21/05,,0.7,
2/22/05,,0.3,
2/23/05,,0.2,
2/24/05,,0.1,
2/25/05,,0.1,
2/26/05,,0.1,
2/27/05,,0,
2/28/05,,0,
3/1/05,,0,
3/2/05,,0,
3/3/05,,0.4,
3/4/05,,0.1,
3/5/05,,0.1,
3/6/05,,0,
3/7/05,,0,
3/8/05,,0.2,
3/9/05,,0.8,
3/10/05,,0.2,
3/11/05,,0,
3/12/05,,0.1,
3/13/05,,0,
3/14/05,,0,
3/15/05,,0,
3/16/05,,0,
3/17/05,,0,
3/18/05,,0,
3/19/05,,0.1,
3/20/05,,0.8,
3/21/05,,0,
3/22/05,,0.2,
3/23/05,,1.2,
3/24/05,,0.1,
3/25/05,,0.2,
3/26/05,,0,
3/27/05,,0,
3/28/05,,0,
3/29/05,,0.6,
3/30/05,,0,
3/31/05,,0,
4/1/05,,0,
4/2/05,,0,
4/3/05,,0.9,
4/4/05,,0,
4/5/05,,0,
4/6/05,,0,
4/7/05,,0,
4/8/05,,0,
4/9/05,,0.3,
4/10/05,,0,
4/11/05,,0,
4/12/05,,0,
4/13/05,,0,
4/14/05,,0,
4/15/05,,0,
4/16/05,,0,
4/17/05,,0,
4/18/05,,0,
4/19/05,,0,
4/20/05,,0.2,
4/21/05,,0,
4/22/05,,0,
4/23/05,,0.2,
4/24/05,,0.5,
4/25/05,,0,
4/26/05,,0,
4/27/05,,0.4,
4/28/05,,0,
4/29/05,,0,
4/30/05,,0,
5/1/05,,0.1,
5/2/05,,0,
5/3/05,,0.1,
5/4/05,,0,
5/5/05,,0,
5/6/05,,0.3,
5/7/05,,0,
5/8/05,,0,
5/9/05,,0,
5/10/05,,0,
5/11/05,,0,
5/12/05,,0,
5/13/05,,0,
5/14/05,,0,
5/15/05,,0,
5/16/05,,0.1,
5/17/05,,0,
5/18/05,,0,
5/19/05,,0.1,
5/20/05,,0,
5/21/05,,0,
5/22/05,,0,
5/23/05,,0,
5/24/05,,0.1,
5/25/05,,0.1,
5/26/05,,0,
5/27/05,,0.1,
5/28/05,,0.1,
5/29/05,,0,
5/30/05,,0,
5/31/05,,0,
6/1/05,,0,
6/2/05,,0,
6/3/05,,0.3,
6/4/05,,0,
6/5/05,,0,
6/6/05,,0,
6/7/05,,0,
6/8/05,,0,
6/9/05,,0.1,
6/10/05,,0,
6/11/05,,0.3,
6/12/05,,0,
6/13/05,,0,
6/14/05,,0,
6/15/05,,0,
6/16/05,,0,
6/17/05,,0,
6/18/05,,0,
6/19/05,,0,
6/20/05,,0,
6/21/05,,0,
6/22/05,,0.6,
6/23/05,,0,
6/24/05,,0.1,
6/25/05,,0.1,
6/26/05,,0,
6/27/05,,0,
6/28/05,,0,
6/29/05,,0,
6/30/05,,0,
7/1/05,,0,
7/2/05,,0,
7/3/05,,0,
7/4/05,,0,
7/5/05,,0,
7/6/05,,0,
7/7/05,,0,
7/8/05,,0,
7/9/05,,0,
7/10/05,,0,
7/11/05,,0,
7/12/05,,0,
7/13/05,,0,
7/14/05,,0,
7/15/05,,0,
7/16/05,,0,
7/17/05,,0,
7/18/05,,0,
7/19/05,,0,
7/20/05,,0,
7/21/05,,0,
7/22/05,,0.1,
7/23/05,,0,
7/24/05,,0.1,
7/25/05,,0.2,
7/26/05,,0,
7/27/05,,0,
7/28/05,,0,
7/29/05,,0,
7/30/05,,0,
7/31/05,,0,
8/1/05,,0.3,
8/2/05,,0.9,
8/3/05,,0,
8/4/05,,0,
8/5/05,,0.1,
8/6/05,,0,
8/7/05,,0,
8/8/05,,1.3,
8/9/05,,0.3,
8/10/05,,0.2,
8/11/05,,0,
8/12/05,,0.4,
8/13/05,,0.1,
8/14/05,,0.1,
8/15/05,,0.5,
8/16/05,,0,
8/17/05,,0,
8/18/05,,0,
8/19/05,,0,
8/20/05,,0,
8/21/05,,0,
8/22/05,,0.1,
8/23/05,,0,
8/24/05,,0,
8/25/05,,0,
8/26/05,,0,
8/27/05,,0,
8/28/05,,0,
8/29/05,,0,
8/30/05,,0.2,
8/31/05,,0,
9/1/05,,0,
9/2/05,,0,
9/3/05,,0.1,
9/4/05,,0.1,
9/5/05,,0,
9/6/05,,0,
9/7/05,,0,
9/8/05,,0,
9/9/05,,0.1,
9/10/05,,0,
9/11/05,,0,
9/12/05,,0,
9/13/05,,0,
9/14/05,,0,
9/15/05,,0,
9/16/05,,0,
9/17/05,,0,
9/18/05,,0,
9/19/05,,0,
9/20/05,,0,
9/21/05,,0,
9/22/05,,0,
9/23/05,,0,
9/24/05,,0,
9/25/05,,0,
9/26/05,,0,
9/27/05,,0.2,
9/28/05,,0,
9/29/05,,0,
9/30/05,,0.1,
10/1/05,,0,
10/2/05,,0,
10/3/05,,0,
10/4/05,,0,
10/5/05,,0,
10/6/05,,0,
10/7/05,,0,
10/8/05,,0,
10/9/05,,0,
10/10/05,,0,
10/11/05,,0,
10/12/05,,0,
10/13/05,,0,
10/14/05,,0,
10/15/05,,0.4,
10/16/05,,0,
10/17/05,,0,
10/18/05,,1,
10/19/05,,0.1,
10/20/05,,0,
10/21/05,,0,
10/22/05,,0,
10/23/05,,0,
10/24/05,,0,
10/25/05,,0.1,
10/26/05,,0,
10/27/05,,0,
10/28/05,,0.7,
10/29/05,,0,
10/30/05,,0.1,
10/31/05,,0,
11/1/05,,0,
11/2/05,,0,
11/3/05,,0,
11/4/05,,0,
11/5/05,,0,
11/6/05,,0,
11/7/05,,0,
11/8/05,,0,
11/9/05,,0,
11/10/05,,0,
11/11/05,,0.1,
11/12/05,,0,
11/13/05,,0,
11/14/05,,0,
11/15/05,,0,
11/16/05,,0,
11/17/05,,0,
11/18/05,,0,
11/19/05,,0,
11/20/05,,0,
11/21/05,,0,
11/22/05,,0,
11/23/05,,0,
11/24/05,,0,
11/25/05,,0.1,
11/26/05,,0,
11/27/05,,0,
11/28/05,,0,
11/29/05,,0,
11/30/05,,0,
12/1/05,,0,
12/2/05,,0.7,
12/3/05,,0,
12/4/05,,0,
12/5/05,,0,
12/6/05,,0,
12/7/05,,0,
12/8/05,,0.1,
12/9/05,,0,
12/10/05,,0,
12/11/05,,0,
12/12/05,,0,
12/13/05,,0,
12/14/05,,0,
12/15/05,,0,
12/16/05,,0,
12/17/05,,0,
12/18/05,,0,
12/19/05,,0,
12/20/05,,0,
12/21/05,,0,
12/22/05,,0,
12/23/05,,0,
12/24/05,,0,
12/25/05,,0,
12/26/05,,0.3,
12/27/05,,0,
12/28/05,,0,
12/29/05,,0,
12/30/05,,0,
12/31/05,,0.4,
1/1/06,,0.1,
1/2/06,,0.6,
1/3/06,,0.1,
1/4/06,,0,
1/5/06,,0,
1/6/06,,0,
1/7/06,,0,
1/8/06,,0,
1/9/06,,0,
1/10/06,,0,
1/11/06,,0,
1/12/06,,0,
1/13/06,,0,
1/14/06,,0,
1/15/06,,0.2,
1/16/06,,0,
1/17/06,,0.1,
1/18/06,,0,
1/19/06,,0,
1/20/06,,0,
1/21/06,,0,
1/22/06,,0,
1/23/06,,0.1,
1/24/06,,0,
1/25/06,,0.7,
1/26/06,,0.1,
1/27/06,,0.2,
1/28/06,,0.1,
1/29/06,,0,
1/30/06,,0.1,
1/31/06,,0,
2/1/06,,0,
2/2/06,,0.1,
2/3/06,,0,
2/4/06,,0,
2/5/06,,0,
2/6/06,,0,
2/7/06,,0,
2/8/06,,0,
2/9/06,,0,
2/10/06,,0,
2/11/06,,0,
2/12/06,,0,
2/13/06,,0,
2/14/06,,0,
2/15/06,,0.2,
2/16/06,,0.1,
2/17/06,,0,
2/18/06,,0.1,
2/19/06,,0.1,
2/20/06,,0,
2/21/06,,0.1,
2/22/06,,0,
2/23/06,,0,
2/24/06,,0.1,
2/25/06,,0,
2/26/06,,0.1,
2/27/06,,0,
2/28/06,,0.7,
3/1/06,,0,
3/2/06,,0,
3/3/06,,0,
3/4/06,,0,
3/5/06,,0,
3/6/06,,0,
3/7/06,,0.1,
3/8/06,,0.1,
3/9/06,,0.3,
3/10/06,,0.3,
3/11/06,,0.6,
3/12/06,,0,
3/13/06,,0.1,
3/14/06,,0.1,
3/15/06,,0,
3/16/06,,0.1,
3/17/06,,0,
3/18/06,,0.2,
3/19/06,,0.2,
3/20/06,,0.1,
3/21/06,,0.6,
3/22/06,,0,
3/23/06,,0,
3/24/06,,0,
3/25/06,,0,
3/26/06,,0.1,
3/27/06,,0,
3/28/06,,1.3,
3/29/06,,0.7,
3/30/06,,0.1,
3/31/06,,0.2,
4/1/06,,0.1,
4/2/06,,0,
4/3/06,,0,
4/4/06,,0.1,
4/5/06,,0.3,
4/6/06,,0,
4/7/06,,0,
4/8/06,,0,
4/9/06,,0,
4/10/06,,0,
4/11/06,,0,
4/12/06,,0,
4/13/06,,0,
4/14/06,,0.2,
4/15/06,,0.2,
4/16/06,,0,
4/17/06,,0,
4/18/06,,0,
4/19/06,,0,
4/20/06,,0,
4/21/06,,0,
4/22/06,,0.1,
4/23/06,,0.1,
4/24/06,,0,
4/25/06,,0,
4/26/06,,0,
4/27/06,,0,
4/28/06,,0,
4/29/06,,0,
4/30/06,,0,
5/1/06,,0,
5/2/06,,0,
5/3/06,,0,
5/4/06,,0.1,
5/5/06,,0,
5/6/06,,0,
5/7/06,,0,
5/8/06,,0.1,
5/9/06,,0,
5/10/06,,0,
5/11/06,,0,
5/12/06,,0,
5/13/06,,0,
5/14/06,,0,
5/15/06,,0,
5/16/06,,0,
5/17/06,,0,
5/18/06,,0,
5/19/06,,0,
5/20/06,,0,
5/21/06,,0,
5/22/06,,0,
5/23/06,,0,
5/24/06,,0,
5/25/06,,0,
5/26/06,,0.1,
5/27/06,,0,
5/28/06,,0,
5/29/06,,0,
5/30/06,,0,
5/31/06,,0,
6/1/06,,0,
6/2/06,,0,
6/3/06,,0,
6/4/06,,0,
6/5/06,,0,
6/6/06,,0,
6/7/06,,0,
6/8/06,,0,
6/9/06,,0,
6/10/06,,0,
6/11/06,,0,
6/12/06,,0,
6/13/06,,0,
6/14/06,,0,
6/15/06,,0,
6/16/06,,0,
6/17/06,,0,
6/18/06,,0,
6/19/06,,0,
6/20/06,,0,
6/21/06,,0,
6/22/06,,0,
6/23/06,,0,
6/24/06,,0,
6/25/06,,0,
6/26/06,,0,
6/27/06,,0,
6/28/06,,0,
6/29/06,,0,
6/30/06,,0,
7/1/06,,0.3,
7/2/06,,0,
7/3/06,,0.3,
7/4/06,,0,
7/5/06,,0,
7/6/06,,0.5,
7/7/06,,0.3,
7/8/06,,0,
7/9/06,,0,
7/10/06,,0,
7/11/06,,0,
7/12/06,,0,
7/13/06,,0,
7/14/06,,0,
7/15/06,,0,
7/16/06,,0,
7/17/06,,0,
7/18/06,,0,
7/19/06,,0.3,
7/20/06,62,0,
7/21/06,66,0,
7/22/06,66,0,-0.2
7/23/06,69,0,-0.3
7/24/06,67,0,-0.5
7/25/06,67,0,
7/26/06,69,0,
7/27/06,70,0,-0.2
7/28/06,67,0.1,-0.2
7/29/06,61,0.4,-1.1
7/30/06,59,0.5,-1.2
7/31/06,60,0.1,-0.8
8/1/06,58,0,0.2
8/2/06,57,0.2,-0.3
8/3/06,62,0,-0.5
8/4/06,55,0.2,1
8/5/06,59,0,-1.1
8/6/06,64,0,-0.1
8/7/06,62,0.1,0.6
8/8/06,64,0,0.1
8/9/06,58,0.6,0
8/10/06,63,0,-1.1
8/11/06,58,0,0
8/12/06,60,0,-0.5
8/13/06,62,0,0.2
8/14/06,62,0,-0.1
8/15/06,62,0.1,-0.5
8/16/06,59,0,0.3
8/17/06,60,0,-0.3
8/18/06,61,0,-0.6
8/19/06,64,0,-0.6
8/20/06,64,0,-0.2
8/21/06,65,0,-0.6
8/22/06,63,0,-0.6
8/23/06,60,1.4,0
8/24/06,62,0.1,-0.7
8/25/06,58,0,0.4
8/26/06,58,0.1,-0.5
8/27/06,57,0,0.2
8/28/06,60,0,0.3
8/29/06,64,0,-0.1
8/30/06,62,0,0
8/31/06,61,0,0
9/1/06,55,0.2,-0.3
9/2/06,58,0,-0.2
9/3/06,58,0,-0.4
9/4/06,61,0,1
9/5/06,59,0.2,0.2
9/6/06,56,0,-1.1
9/7/06,48,0.3,0.2
9/8/06,50,0.4,-0.5
9/9/06,52,0,-0.2
9/10/06,50,0,0.7
9/11/06,55,0,-1.2
9/12/06,59,0,1.2
9/13/06,58,0,0
9/14/06,49,0.3,0.1
9/15/06,48,0.1,-0.7
9/16/06,38,0.1,-0.1
9/17/06,39,0,0.5
9/18/06,45,0,-0.5
9/19/06,52,0,0.5
9/20/06,41,0,-0.1
9/21/06,43,0,-0.8
9/22/06,35,0,0.3
9/23/06,38,0,-0.3
9/24/06,43,0,0.6
9/25/06,49,0,-0.2
9/26/06,53,0,0.3
9/27/06,55,0,-0.1
9/28/06,56,0,0.3
9/29/06,57,0,-0.4
9/30/06,57,0,0.1
10/1/06,55,0,-0.1
10/2/06,52,0.1,0.5
10/3/06,50,0.3,-0.3
10/4/06,51,0,0
10/5/06,47,0.7,-0.5
10/6/06,43,1.1,0.2
10/7/06,40,0,-1
10/8/06,44,0,2.9
10/9/06,39,0.3,2.1
10/10/06,40,0.1,1.7
10/11/06,42,0,4.9
10/12/06,46,0,0.1
10/13/06,48,0.1,0.3
10/14/06,36,1.6,-0.3
10/15/06,39,0,4.3
10/16/06,43,0,0.4
10/17/06,31,0.3,-0.6
10/18/06,30,0,0.2
10/19/06,38,0,-0.2
10/20/06,42,0.1,-0.4
10/21/06,35,0,-0.3
10/22/06,41,0,0
10/23/06,44,0,-0.6
10/24/06,42,0.1,-0.3
10/25/06,32,0.1,0.5
10/26/06,30,0,-0.1
10/27/06,42,0,-0.1
10/28/06,46,0,0.1
10/29/06,44,0,-0.4
10/30/06,42,0,-0.2
10/31/06,40,0,-0.1
11/1/06,39,0,0
11/2/06,41,0,-0.2
11/3/06,42,0,-0.1
11/4/06,39,0,-0.2
11/5/06,39,0,0.1
11/6/06,45,0,-0.1
11/7/06,53,0,0.1
11/8/06,51,0,-0.1
11/9/06,40,0,0.3
11/10/06,32,0,-0.5
11/11/06,32,0.2,-0.5
11/12/06,27,0,0
11/13/06,35,0,0.3
11/14/06,31,0,-0.3
11/15/06,35,0,0.2
11/16/06,46,0,-0.5
11/17/06,46,0,0.4
11/18/06,42,0,0.2
11/19/06,40,0,-0.3
11/20/06,43,0,0
11/21/06,44,0,0
11/22/06,41,0,0
11/23/06,38,0,-0.2
11/24/06,37,0,0.3
11/25/06,33,0,-0.7
11/26/06,30,0,0.3
11/27/06,26,0.3,-0.5
11/28/06,19,0.2,-0.1
11/29/06,4,0,-0.1
11/30/06,23,0,0.2
12/1/06,29,0,0
12/2/06,15,0,-0.1
12/3/06,24,0.1,0
12/4/06,35,0.1,-0.3
12/5/06,39,0,-0.2
12/6/06,37,0,0.1
12/7/06,36,0,-0.4
12/8/06,33,0,0.1
12/9/06,32,0,0
12/10/06,26,0.4,-0.1
12/11/06,24,0.1,0.1
12/12/06,32,0,-0.3
12/13/06,35,0.1,0.3
12/14/06,40,0,-0.5
12/15/06,39,0,0.1
12/16/06,32,0,0
12/17/06,19,0.5,0
12/18/06,17,0.3,0.2
12/19/06,19,0,0
12/20/06,19,0,0.2
12/21/06,31,0,-0.2
12/22/06,24,0.2,0
12/23/06,26,0,-0.3
12/24/06,29,0,0.5
12/25/06,40,0,-0.3
12/26/06,38,0.1,-0.3
12/27/06,30,0.5,0.3
12/28/06,22,0.1,0.3
12/29/06,22,0.1,-0.1
12/30/06,32,0,0.2
12/31/06,37,0,0
1/1/07,26,0,0
1/2/07,33,0.1,-0.5
1/3/07,42,0,0.7
1/4/07,35,0.2,-0.6
1/5/07,12,0.1,0.5
1/6/07,22,0.2,-0.1
1/7/07,25,0,0.1
1/8/07,35,0,0.1
1/9/07,37,0,-0.5
1/10/07,35,0,0
1/11/07,29,0.3,0.1
1/12/07,16,0.1,0.3
1/13/07,0,0,-0.2
1/14/07,4,0,0.1
1/15/07,12,0.1,0
1/16/07,18,0,-0.1
1/17/07,18,0,0.2
1/18/07,26,0,0
1/19/07,29,0,-0.4
1/20/07,25,0,-0.1
1/21/07,11,0,-0.1
1/22/07,20,0.1,0.2
1/23/07,32,0,0
1/24/07,37,0,-0.2
1/25/07,35,0,0.3
1/26/07,33,0,0.1
1/27/07,31,0,-0.5
