Date,Air Temperature Observed (degF) Start of Day Values,Precipitation Increment (in),Change In Precipitation Increment (in),Wind Speed Maximum (mph),Soil Moisture Percent -8in (pct) Start of Day Values
6/11/02,42,0,0,,
6/12/02,47,0,0,,
6/13/02,53,0,0,,
6/14/02,51,0,0,,
6/15/02,53,0,0,,
6/16/02,52,0,0,,
6/17/02,52,0,0,,
6/18/02,51,0,0,,
6/19/02,45,0,0,,
6/20/02,51,0,0,,
6/21/02,51,0,0,,
6/22/02,47,0,0,,
6/23/02,51,0,0,,
6/24/02,52,0,0,,
6/25/02,53,0,0,,
6/26/02,56,0,0,,
6/27/02,52,0,0,,
6/28/02,51,0,0,,
6/29/02,53,0,0,,
6/30/02,61,0,0,,
7/1/02,59,0,0,,
7/2/02,60,0,0,,
7/3/02,56,0,0,,
7/4/02,54,0,0,,
7/5/02,54,0,0,,
7/6/02,55,0,0,,
7/7/02,56,0,0,,
7/8/02,50,0,0,,
7/9/02,58,0,0,,
7/10/02,65,0,0,,
7/11/02,67,0,0,,
7/12/02,68,0,0,,
7/13/02,63,0,0,,
7/14/02,60,0,0,,
7/15/02,59,0,0,,
7/16/02,58,0,0,,
7/17/02,58,0,0,,
7/18/02,54,0,0,,
7/19/02,49,0,0,,
7/20/02,53,0,0,,
7/21/02,58,0,0,,
7/22/02,59,0,0,,
7/23/02,55,0,0,,
7/24/02,59,0,0,,
7/25/02,54,0,0,,
7/26/02,53,0,0,,
7/27/02,57,0,0,,
7/28/02,57,0,0,,
7/29/02,60,0,0,,
7/30/02,61,0,0,,
7/31/02,58,0,0,,
8/1/02,58,0,0,,
8/2/02,57,0,0,,
8/3/02,53,0,0,,
8/4/02,50,0,0,,
8/5/02,48,0,0,,
8/6/02,46,0,0,,
8/7/02,47,0,0,,
8/8/02,49,0,0,,
8/9/02,54,0,0,,
8/10/02,59,0,0,,
8/11/02,59,0,0,,
8/12/02,61,0,0,,
8/13/02,62,0,0,,
8/14/02,65,0,0,,
8/15/02,63,0,0,,
8/16/02,64,0,0,,
8/17/02,62,0,0,,
8/18/02,60,0,0,,
8/19/02,57,0,0,,
8/20/02,52,0,0,,
8/21/02,46,0,0,,
8/22/02,47,0,0,,
8/23/02,48,0,0,,
8/24/02,51,0,0,,
8/25/02,52,0,0,,
8/26/02,54,0,0,,
8/27/02,52,0,0,,
8/28/02,52,0,0,,
8/29/02,53,0,0,,
8/30/02,54,0,0,,
8/31/02,53,0,0,,
9/1/02,58,0,0,,
9/2/02,60,0,0,,
9/3/02,59,0,0,,
9/4/02,53,0,0,,
9/5/02,48,0,0,,
9/6/02,46,0,0,,
9/7/02,36,0,0,,
9/8/02,40,0,0,,
9/9/02,45,0,0,,
9/10/02,52,0,0,,
9/11/02,54,0,0,,
9/12/02,57,0,0,,
9/13/02,56,0,0,,
9/14/02,58,0,0,,
9/15/02,59,0,0,,
9/16/02,42,0,0,,
9/17/02,51,0,0,,
9/18/02,44,0,0,,
9/19/02,49,0,0,,
9/20/02,53,0,0,,
9/21/02,56,0,0,,
9/22/02,57,0,0,,
9/23/02,57,0,0,,
9/24/02,60,0,0,,
9/25/02,54,0,0,,
9/26/02,49,0,0,,
9/27/02,51,0,0,,
9/28/02,44,0,0,,
9/29/02,42,0,0,,
9/30/02,38,0,0,,
10/1/02,35,0,0,,
10/2/02,29,0.3,0.3,,
10/3/02,35,0,-0.3,,
10/4/02,40,0,0,,
10/5/02,39,0,0,,
10/6/02,45,0,0,,
10/7/02,49,0,0,,
10/8/02,50,0,0,,
10/9/02,51,0,0,,
10/10/02,51,0,0,,
10/11/02,42,0,0,,
10/12/02,41,0,0,,
10/13/02,44,0,0,,
10/14/02,49,0,0,,
10/15/02,48,0,0,,
10/16/02,47,0,0,,
10/17/02,48,0,0,,
10/18/02,49,0,0,,
10/19/02,47,0,0,,
10/20/02,45,0,0,,
10/21/02,40,0,0,,
10/22/02,36,0,0,,
10/23/02,39,0,0,,
10/24/02,37,0,0,,
10/25/02,36,0,0,,
10/26/02,37,0,0,,
10/27/02,33,0,0,,
10/28/02,40,0,0,,
10/29/02,39,0,0,,
10/30/02,32,0,0,,
10/31/02,35,0,0,,
11/1/02,25,0,0,,
11/2/02,35,0,0,,
11/3/02,35,0,0,,
11/4/02,39,0,0,,
11/5/02,42,0,0,,
11/6/02,41,0.2,0.2,,
11/7/02,40,2.7,2.5,,
11/8/02,35,5.4,2.7,,
11/9/02,29,0.9,-4.5,,
11/10/02,29,2.3,1.4,,
11/11/02,30,0.5,-1.8,,
11/12/02,44,0,-0.5,,
11/13/02,35,0,0,,
11/14/02,39,0,0,,
11/15/02,37,0,0,,
11/16/02,42,0,0,,
11/17/02,36,0,0,,
11/18/02,31,0.3,0.3,,
11/19/02,42,0,-0.3,,
11/20/02,41,0,0,,
11/21/02,51,0,0,,
11/22/02,47,0,0,,
11/23/02,37,0,0,,
11/24/02,41,0,0,,
11/25/02,30,0,0,,
11/26/02,31,0,0,,
11/27/02,34,0,0,,
11/28/02,35,0,0,,
11/29/02,34,0,0,,
11/30/02,32,0,0,,
12/1/02,31,0,0,,
12/2/02,32,0,0,,
12/3/02,32,0,0,,
12/4/02,34,0,0,,
12/5/02,36,0,0,,
12/6/02,41,0,0,,
12/7/02,32,0,0,,
12/8/02,31,0,0,,
12/9/02,36,0.2,0.2,,
12/10/02,29,0.1,-0.1,,
12/11/02,29,0.3,0.2,,
12/12/02,33,0.1,-0.2,,
12/13/02,32,2.9,2.8,,
12/14/02,35,2.8,-0.1,,
12/15/02,,1.7,-1.1,,
12/16/02,,2.3,0.6,,
12/17/02,,0.4,-1.9,,
12/18/02,,0,-0.4,,
12/19/02,,0.4,0.4,,
12/20/02,,0.8,0.4,,
12/21/02,,0.5,-0.3,,
12/22/02,,0.2,-0.3,,
12/23/02,,0.2,0,,
12/24/02,,0.2,0,,
12/25/02,,0.3,0.1,,
12/26/02,,0.5,0.2,,
12/27/02,,1.5,1,,
12/28/02,,1,-0.5,,
12/29/02,,0.7,-0.3,,
12/30/02,,1,0.3,,
12/31/02,,1.8,0.8,,
1/1/03,,2.1,0.3,,
1/2/03,,0,-2.1,,
1/3/03,41,0.1,0.1,,
1/4/03,43,0.1,0,,
1/5/03,,0,-0.1,,
1/6/03,,0,0,,
1/7/03,,0,0,,
1/8/03,,0,0,,
1/9/03,34,0,0,,
1/10/03,30,0.7,0.7,,
1/11/03,31,0.5,-0.2,,
1/12/03,34,0,-0.5,,
1/13/03,36,0,0,,
1/14/03,36,0,0,,
1/15/03,31,0.3,0.3,,
1/16/03,46,0,-0.3,,
1/17/03,43,0,0,,
1/18/03,40,0,0,,
1/19/03,41,0,0,,
1/20/03,39,0,0,,
1/21/03,35,0.5,0.5,,
1/22/03,34,0.9,0.4,,
1/23/03,37,1,0.1,,
1/24/03,33,0.2,-0.8,,
1/25/03,37,0,-0.2,,
1/26/03,48,0.1,0.1,,
1/27/03,44,0.4,0.3,,
1/28/03,32,0.1,-0.3,,
1/29/03,38,0.1,0,,
1/30/03,40,0.1,0,,
1/31/03,45,0.1,0,,
2/1/03,44,0.5,0.4,,
2/2/03,19,0,-0.5,,
2/3/03,24,0,0,,
2/4/03,30,0,0,,
2/5/03,16,0,0,,
2/6/03,23,0,0,,
2/7/03,17,0,0,,
2/8/03,15,0,0,,
2/9/03,27,0,0,,
2/10/03,36,0,0,,
2/11/03,33,0,0,,
2/12/03,32,0,0,,
2/13/03,34,0.8,0.8,,
2/14/03,30,0,-0.8,,
2/15/03,35,0,0,,
2/16/03,30,0.5,0.5,,
2/17/03,25,0.1,-0.4,,
2/18/03,27,0.1,0,,
2/19/03,29,0.2,0.1,,
2/20/03,25,0,-0.2,,
2/21/03,29,0,0,,
2/22/03,34,0.1,0.1,,
2/23/03,36,0,-0.1,,
2/24/03,32,0,0,,
2/25/03,27,0,0,,
2/26/03,22,0,0,,
2/27/03,22,0.3,0.3,,
2/28/03,18,0.3,0,,
3/1/03,23,0,-0.3,,
3/2/03,22,0.6,0.6,,
3/3/03,26,0,-0.6,,
3/4/03,20,0,0,,
3/5/03,25,0,0,,
3/6/03,31,0,0,,
3/7/03,31,0,0,,
3/8/03,35,0,0,,
3/9/03,35,0,0,,
3/10/03,37,0,0,,
3/11/03,33,0,0,,
3/12/03,37,0,0,,
3/13/03,39,0,0,,
3/14/03,34,0.6,0.6,,
3/15/03,31,1.2,0.6,,
3/16/03,26,0.1,-1.1,,
3/17/03,22,0,-0.1,,
3/18/03,21,0,0,,
3/19/03,29,0.4,0.4,,
3/20/03,29,0.4,0,,
3/21/03,35,0.2,-0.2,,
3/22/03,38,0.3,0.1,,
3/23/03,34,1.1,0.8,,
3/24/03,31,0,-1.1,,
3/25/03,33,0.3,0.3,,
3/26/03,37,0.8,0.5,,
3/27/03,28,0,-0.8,,
3/28/03,25,0.2,0.2,,
3/29/03,31,0.3,0.1,,
3/30/03,40,0,-0.3,,
3/31/03,45,0,0,,
4/1/03,38,0.1,0.1,,
4/2/03,20,0.6,0.5,,
4/3/03,17,0.7,0.1,,
4/4/03,20,0.3,-0.4,,
4/5/03,16,0.8,0.5,,
4/6/03,20,0.2,-0.6,,
4/7/03,26,0.3,0.1,,
4/8/03,39,0,-0.3,,
4/9/03,38,0,0,,
4/10/03,40,0,0,,
4/11/03,36,0,0,,
4/12/03,33,1.1,1.1,,
4/13/03,27,2.8,1.7,,
4/14/03,23,0.4,-2.4,,
4/15/03,20,0.1,-0.3,,
4/16/03,25,0.2,0.1,,
4/17/03,27,0.1,-0.1,,
4/18/03,26,0.1,0,,
4/19/03,26,0.1,0,,
4/20/03,36,0.1,0,,
4/21/03,31,0,-0.1,,
4/22/03,21,0.1,0.1,,
4/23/03,28,0.1,0,,
4/24/03,29,0.9,0.8,,
4/25/03,25,0.5,-0.4,,
4/26/03,23,1.2,0.7,,
4/27/03,25,0.4,-0.8,,
4/28/03,29,0.8,0.4,,
4/29/03,24,0.5,-0.3,,
4/30/03,24,0,-0.5,,
5/1/03,28,0.2,0.2,,
5/2/03,35,0.3,0.1,,
5/3/03,32,0.6,0.3,,
5/4/03,30,0.5,-0.1,,
5/5/03,28,0,-0.5,,
5/6/03,31,0.1,0.1,,
5/7/03,30,0.7,0.6,,
5/8/03,29,0.3,-0.4,,
5/9/03,24,0.3,0,,
5/10/03,28,0.1,-0.2,,
5/11/03,34,0.1,0,,
5/12/03,39,0.1,0,,
5/13/03,43,0,-0.1,,
5/14/03,48,0,0,,
5/15/03,42,0,0,,
5/16/03,42,0,0,,
5/17/03,44,0,0,,
5/18/03,40,0,0,,
5/19/03,34,0.2,0.2,,
5/20/03,43,0.1,-0.1,,
5/21/03,49,0,-0.1,,
5/22/03,54,0,0,,
5/23/03,55,0,0,,
5/24/03,55,0,0,,
5/25/03,48,0,0,,
5/26/03,44,0,0,,
5/27/03,49,0,0,,
5/28/03,58,0,0,,
5/29/03,63,0,0,,
5/30/03,53,0,0,,
5/31/03,48,0,0,,
6/1/03,49,0,0,,
6/2/03,56,0,0,,
6/3/03,55,0,0,,
6/4/03,56,0,0,,
6/5/03,55,0,0,,
6/6/03,57,0,0,,
6/7/03,55,0,0,,
6/8/03,56,0,0,,
6/9/03,54,0,0,,
6/10/03,51,0,0,,
6/11/03,46,0,0,,
6/12/03,44,0,0,,
6/13/03,47,0,0,,
6/14/03,52,0,0,,
6/15/03,54,0,0,,
6/16/03,54,0,0,,
6/17/03,57,0,0,,
6/18/03,58,0,0,,
6/19/03,50,0,0,,
6/20/03,44,0,0,,
6/21/03,42,0,0,,
6/22/03,44,0,0,,
6/23/03,41,0,0,,
6/24/03,34,0.3,0.3,,
6/25/03,47,0,-0.3,,
6/26/03,54,0,0,,
6/27/03,57,0,0,,
6/28/03,58,0,0,,
6/29/03,57,0,0,,
6/30/03,50,0,0,,
7/1/03,50,0,0,,
7/2/03,51,0,0,,
7/3/03,52,0,0,,
7/4/03,54,0,0,,
7/5/03,54,0,0,,
7/6/03,54,0,0,,
7/7/03,51,0,0,,
7/8/03,52,0,0,,
7/9/03,58,0,0,,
7/10/03,60,0,0,,
7/11/03,56,0.1,0.1,,
7/12/03,59,0,-0.1,,
7/13/03,57,0.1,0.1,,
7/14/03,59,0,-0.1,,
7/15/03,61,0,0,,
7/16/03,59,0,0,,
7/17/03,64,0,0,,
7/18/03,61,0,0,,
7/19/03,66,0,0,,
7/20/03,63,0,0,,
7/21/03,64,0,0,,
7/22/03,65,0,0,,
7/23/03,67,0,0,,
7/24/03,62,0,0,,
7/25/03,58,0,0,,
7/26/03,58,0,0,,
7/27/03,60,0,0,,
7/28/03,58,0,0,,
7/29/03,64,0,0,,
7/30/03,66,0,0,,
7/31/03,61,0,0,,
8/1/03,53,0.1,0.1,,
8/2/03,52,0.5,0.4,,
8/3/03,50,0,-0.5,,
8/4/03,53,0,0,,
8/5/03,51,0,0,,
8/6/03,48,0,0,,
8/7/03,47,0,0,,
8/8/03,50,0.2,0.2,,
8/9/03,52,0,-0.2,,
8/10/03,54,0,0,,
8/11/03,58,0,0,,
8/12/03,55,0,0,,
8/13/03,54,0,0,,
8/14/03,61,0.1,0.1,,
8/15/03,60,0,-0.1,,
8/16/03,59,0,0,,
8/17/03,59,0,0,,
8/18/03,61,0,0,,
8/19/03,,0,0,,
8/20/03,62,0,0,,
8/21/03,60,0.6,0.6,,
8/22/03,51,0,-0.6,,
8/23/03,49,0.1,0.1,,
8/24/03,54,0,-0.1,,
8/25/03,56,0.2,0.2,,
8/26/03,62,0,-0.2,,
8/27/03,55,0,0,,
8/28/03,57,0,0,,
8/29/03,53,0,0,,
8/30/03,56,0,0,,
8/31/03,59,0,0,,
9/1/03,57,0.1,0.1,,
9/2/03,58,0,-0.1,,
9/3/03,61,0,0,,
9/4/03,57,0,0,,
9/5/03,58,0,0,,
9/6/03,56,0,0,,
9/7/03,53,0,0,,
9/8/03,45,0,0,,
9/9/03,44,0,0,,
9/10/03,39,0,0,,
9/11/03,48,0,0,,
9/12/03,54,0,0,,
9/13/03,51,0,0,,
9/14/03,50,0.2,0.2,,
9/15/03,55,0,-0.2,,
9/16/03,50,0,0,,
9/17/03,43,0,0,,
9/18/03,42,0,0,,
9/19/03,50,0,0,,
9/20/03,52,0,0,,
9/21/03,55,0,0,,
9/22/03,59,0.1,0.1,,
9/23/03,60,0,-0.1,,
9/24/03,60,0,0,,
9/25/03,59,0,0,,
9/26/03,60,0,0,,
9/27/03,59,0,0,,
9/28/03,60,0,0,,
9/29/03,58,0,0,,
9/30/03,54,0,0,,
10/1/03,54,0,0,,
10/2/03,48,0,0,,
10/3/03,47,0,0,,
10/4/03,51,0,0,,
10/5/03,50,0,0,,
10/6/03,50,0,0,,
10/7/03,53,0,0,,
10/8/03,52,0,0,,
10/9/03,51,0,0,,
10/10/03,40,0,0,,
10/11/03,41,0,0,,
10/12/03,48,0,0,,
10/13/03,40,0,0,,
10/14/03,48,0,0,,
10/15/03,48,0,0,,
10/16/03,46,0,0,,
10/17/03,54,0,0,,
10/18/03,55,0,0,,
10/19/03,49,0,0,,
10/20/03,55,0,0,,
10/21/03,55,0,0,,
10/22/03,57,0,0,,
10/23/03,52,0,0,,
10/24/03,45,0,0,,
10/25/03,46,0,0,,
10/26/03,46,0,0,,
10/27/03,50,0,0,,
10/28/03,52,0,0,,
10/29/03,52,0,0,,
10/30/03,29,0,0,,
10/31/03,21,0.7,0.7,,
11/1/03,21,0.6,-0.1,,
11/2/03,24,0.4,-0.2,,
11/3/03,22,0.2,-0.2,,
11/4/03,22,0.3,0.1,,
11/5/03,24,0,-0.3,,
11/6/03,28,0.3,0.3,,
11/7/03,32,0.1,-0.2,,
11/8/03,33,0.3,0.2,,
11/9/03,28,1,0.7,,
11/10/03,28,0,-1,,
11/11/03,28,0.2,0.2,,
11/12/03,32,0,-0.2,,
11/13/03,31,0,0,,
11/14/03,30,0.4,0.4,,
11/15/03,28,0.4,0,,
11/16/03,25,0,-0.4,,
11/17/03,31,0,0,,
11/18/03,40,0,0,,
11/19/03,44,0,0,,
11/20/03,39,0.4,0.4,,
11/21/03,28,0,-0.4,,
11/22/03,13,0,0,,
11/23/03,23,0.1,0.1,,
11/24/03,32,0,-0.1,,
11/25/03,27,0,0,,
11/26/03,23,0,0,,
11/27/03,26,0.3,0.3,,
11/28/03,37,0.1,-0.2,,
11/29/03,42,0,-0.1,,
11/30/03,38,0,0,,
12/1/03,35,0.4,0.4,,
12/2/03,32,0.3,-0.1,,
12/3/03,35,0,-0.3,,
12/4/03,38,0.4,0.4,,
12/5/03,39,0.1,-0.3,,
12/6/03,35,3.6,3.5,,
12/7/03,33,1.1,-2.5,,
12/8/03,18,0.5,-0.6,,
12/9/03,23,0.4,-0.1,,
12/10/03,26,1.8,1.4,,
12/11/03,24,0.4,-1.4,,
12/12/03,28,0.7,0.3,,
12/13/03,32,0.4,-0.3,,
12/14/03,29,1,0.6,,
12/15/03,18,0.2,-0.8,,
12/16/03,31,0.2,0,,
12/17/03,40,0.1,-0.1,,
12/18/03,45,0.3,0.2,,
12/19/03,45,0,-0.3,,
12/20/03,34,0.4,0.4,,
12/21/03,30,0,-0.4,,
12/22/03,30,0.2,0.2,,
12/23/03,39,0.2,0,,
12/24/03,29,1.9,1.7,,
12/25/03,26,0.8,-1.1,,
12/26/03,17,0.9,0.1,,
12/27/03,14,0.2,-0.7,,
12/28/03,20,0,-0.2,,
12/29/03,23,4.6,4.6,,
12/30/03,26,0.2,-4.4,,
12/31/03,26,0.9,0.7,,
1/1/04,25,0,-0.9,,
1/2/04,17,1.3,1.3,,
1/3/04,15,0,-1.3,,
1/4/04,14,0.2,0.2,,
1/5/04,18,0,-0.2,,
1/6/04,33,0,0,,
1/7/04,27,1.5,1.5,,
1/8/04,33,0.3,-1.2,,
1/9/04,42,0,-0.3,,
1/10/04,35,0,0,,
1/11/04,39,0,0,,
1/12/04,41,0,0,,
1/13/04,38,0,0,,
1/14/04,40,0,0,,
1/15/04,35,0,0,,
1/16/04,30,0,0,,
1/17/04,37,0,0,,
1/18/04,34,0,0,,
1/19/04,29,0,0,,
1/20/04,26,0,0,,
1/21/04,23,0,0,,
1/22/04,28,0,0,,
1/23/04,39,0.1,0.1,,
1/24/04,29,0,-0.1,,
1/25/04,23,0,0,,
1/26/04,26,0.1,0.1,,
1/27/04,24,1.1,1,,
1/28/04,24,0.4,-0.7,,
1/29/04,32,0,-0.4,,
1/30/04,35,0,0,,
1/31/04,19,0,0,,
2/1/04,26,0,0,,
2/2/04,28,1,1,,
2/3/04,21,0,-1,,
2/4/04,21,0.1,0.1,,
2/5/04,22,0.4,0.3,,
2/6/04,30,0,-0.4,,
2/7/04,20,0.6,0.6,,
2/8/04,17,0.1,-0.5,,
2/9/04,19,0,-0.1,,
2/10/04,17,0,0,,
2/11/04,31,0,0,,
2/12/04,22,0,0,,
2/13/04,33,0,0,,
2/14/04,25,0.1,0.1,,
2/15/04,28,0.1,0,,
2/16/04,30,3,2.9,,
2/17/04,37,0,-3,,
2/18/04,30,0.7,0.7,,
2/19/04,24,0,-0.7,,
2/20/04,25,0,0,,
2/21/04,27,0,0,,
2/22/04,26,0.2,0.2,,
2/23/04,28,0,-0.2,,
2/24/04,24,0.6,0.6,,
2/25/04,27,0.5,-0.1,,
2/26/04,24,2.8,2.3,,
2/27/04,18,0.2,-2.6,,
2/28/04,20,0.5,0.3,,
2/29/04,24,0.3,-0.2,,
3/1/04,23,0.5,0.2,,
3/2/04,24,0.3,-0.2,,
3/3/04,24,0,-0.3,,
3/4/04,23,0,0,,
3/5/04,29,0.1,0.1,,
3/6/04,33,0.1,0,,
3/7/04,35,0.1,0,,
3/8/04,41,0.1,0,,
3/9/04,48,0,-0.1,,
3/10/04,40,0,0,,
3/11/04,37,0,0,,
3/12/04,41,0,0,,
3/13/04,41,0.1,0.1,,
3/14/04,43,0,-0.1,,
3/15/04,40,0,0,,
3/16/04,41,0,0,,
3/17/04,39,0,0,,
3/18/04,44,0.3,0.3,,
3/19/04,43,0,-0.3,,
3/20/04,48,0,0,,
3/21/04,48,0,0,,
3/22/04,51,0,0,,
3/23/04,42,0,0,,
3/24/04,39,0,0,,
3/25/04,30,0.1,0.1,,
3/26/04,26,0.3,0.2,,
3/27/04,24,0.1,-0.2,,
3/28/04,33,0.2,0.1,,
3/29/04,46,0,-0.2,,
3/30/04,45,0,0,,
3/31/04,36,0,0,,
4/1/04,30,0,0,,
4/2/04,24,0,0,,
4/3/04,38,0.1,0.1,,
4/4/04,41,0,-0.1,,
4/5/04,38,0,0,,
4/6/04,36,0,0,,
4/7/04,36,0,0,,
4/8/04,42,0,0,,
4/9/04,45,0,0,,
4/10/04,43,0,0,,
4/11/04,40,0,0,,
4/12/04,43,0,0,,
4/13/04,38,0,0,,
4/14/04,28,0,0,,
4/15/04,30,0,0,,
4/16/04,30,0,0,,
4/17/04,26,0.1,0.1,,
4/18/04,24,0.1,0,,
4/19/04,24,0.6,0.5,,
4/20/04,31,1,0.4,,
4/21/04,28,0.6,-0.4,,
4/22/04,24,0.2,-0.4,,
4/23/04,35,0.2,0,,
4/24/04,42,0.2,0,,
4/25/04,43,0,-0.2,,
4/26/04,49,0,0,,
4/27/04,51,0,0,,
4/28/04,47,0,0,,
4/29/04,30,0,0,,
4/30/04,36,0,0,,
5/1/04,46,0,0,,
5/2/04,48,0,0,,
5/3/04,53,0,0,,
5/4/04,52,0,0,,
5/5/04,46,0,0,,
5/6/04,44,0,0,,
5/7/04,41,0,0,,
5/8/04,40,0,0,,
5/9/04,40,0,0,,
5/10/04,38,0.3,0.3,,
5/11/04,31,0.3,0,,
5/12/04,28,0.3,0,,
5/13/04,39,0.1,-0.2,,
5/14/04,42,0,-0.1,,
5/15/04,46,0,0,,
5/16/04,43,0,0,,
5/17/04,39,0,0,,
5/18/04,31,0,0,,
5/19/04,32,0,0,,
5/20/04,37,0,0,,
5/21/04,35,0,0,,
5/22/04,38,0,0,,
5/23/04,38,0,0,,
5/24/04,37,0,0,,
5/25/04,42,0.1,0.1,,
5/26/04,43,0.3,0.2,,
5/27/04,49,0.1,-0.2,,
5/28/04,41,0.3,0.2,,
5/29/04,36,0.1,-0.2,,
5/30/04,44,0.2,0.1,,
5/31/04,49,0,-0.2,,
6/1/04,50,0,0,,
6/2/04,49,0,0,,
6/3/04,54,0,0,,
6/4/04,54,0,0,,
6/5/04,55,0,0,,
6/6/04,52,0,0,,
6/7/04,46,0,0,,
6/8/04,36,0,0,,
6/9/04,31,0,0,,
6/10/04,36,0.1,0.1,,
6/11/04,42,0.1,0,,
6/12/04,44,0,-0.1,,
6/13/04,51,0,0,,
6/14/04,51,0,0,,
6/15/04,54,0,0,,
6/16/04,56,0,0,,
6/17/04,54,0,0,,
6/18/04,50,0,0,,
6/19/04,50,0,0,,
6/20/04,54,0,0,,
6/21/04,53,0,0,,
6/22/04,55,0,0,,
6/23/04,58,0,0,,
6/24/04,53,0,0,,
6/25/04,52,0,0,,
6/26/04,51,0,0,,
6/27/04,51,0,0,,
6/28/04,55,0.1,0.1,,
6/29/04,51,0,-0.1,,
6/30/04,50,0,0,,
7/1/04,49,0,0,,
7/2/04,49,0,0,,
7/3/04,53,0,0,,
7/4/04,53,0,0,,
7/5/04,56,0,0,,
7/6/04,62,0,0,,
7/7/04,60,0,0,,
7/8/04,55,0,0,,
7/9/04,51,0,0,,
7/10/04,49,0,0,,
7/11/04,53,0.2,0.2,,
7/12/04,56,0,-0.2,,
7/13/04,56,0,0,,
7/14/04,58,0,0,,
7/15/04,59,0,0,,
7/16/04,55,0,0,,
7/17/04,60,0,0,,
7/18/04,55,0,0,,
7/19/04,56,0,0,,
7/20/04,55,0,0,,
7/21/04,57,0,0,,
7/22/04,62,0,0,,
7/23/04,59,0,0,,
7/24/04,60,0,0,,
7/25/04,58,0,0,,
7/26/04,60,0,0,,
7/27/04,58,0,0,,
7/28/04,59,0,0,,
7/29/04,58,0,0,,
7/30/04,52,0,0,,
7/31/04,54,0,0,,
8/1/04,56,0,0,,
8/2/04,53,0,0,,
8/3/04,50,0,0,,
8/4/04,52,0,0,,
8/5/04,48,0,0,,
8/6/04,49,0,0,,
8/7/04,52,0.1,0.1,,
8/8/04,58,0,-0.1,,
8/9/04,62,0,0,,
8/10/04,62,0,0,,
8/11/04,62,0,0,,
8/12/04,64,0,0,,
8/13/04,63,0,0,,
8/14/04,58,0,0,,
8/15/04,58,0,0,,
8/16/04,54,0,0,,
8/17/04,54,0,0,,
8/18/04,57,0,0,,
8/19/04,60,0,0,,
8/20/04,60,0,0,,
8/21/04,59,0,0,,
8/22/04,55,0,0,,
8/23/04,46,0,0,,
8/24/04,46,0,0,,
8/25/04,50,0,0,,
8/26/04,45,0,0,,
8/27/04,46,0,0,,
8/28/04,50,0,0,,
8/29/04,55,0,0,,
8/30/04,59,0,0,,
8/31/04,60,0,0,,
9/1/04,57,0,0,,
9/2/04,54,0,0,,
9/3/04,42,0,0,,
9/4/04,43,0,0,,
9/5/04,54,0,0,,
9/6/04,55,0,0,,
9/7/04,56,0,0,,
9/8/04,57,0,0,,
9/9/04,57,0,0,,
9/10/04,56,0,0,,
9/11/04,58,0,0,,
9/12/04,57,0,0,,
9/13/04,49,0,0,,
9/14/04,50,0,0,,
9/15/04,45,0,0,,
9/16/04,51,0,0,,
9/17/04,52,0,0,,
9/18/04,42,0.3,0.3,,
9/19/04,32,0.2,-0.1,,
9/20/04,29,0,-0.2,,
9/21/04,35,0,0,,
9/22/04,43,0,0,,
9/23/04,50,0,0,,
9/24/04,50,0,0,,
9/25/04,55,0,0,,
9/26/04,53,0,0,,
9/27/04,52,0,0,,
9/28/04,50,0,0,,0
9/29/04,50,0,0,,0
9/30/04,49,0,0,,0
10/1/04,48,0,0,,0
10/2/04,50,0,0,,0
10/3/04,46,0,0,,0
10/4/04,49,0,0,,0
10/5/04,49,0,0,,0
10/6/04,49,0,0,,0
10/7/04,48,0,0,,0
10/8/04,51,0,0,,0
10/9/04,41,0,0,,0
10/10/04,36,0,0,,0
10/11/04,38,0,0,,0
10/12/04,43,0,0,,0
10/13/04,47,0,0,,0
10/14/04,49,0,0,,0
10/15/04,52,0,0,,0
10/16/04,52,0,0,,0
10/17/04,37,2.6,2.6,,0
10/18/04,29,0.3,-2.3,,15.5
10/19/04,29,1.7,1.4,,12.5
10/20/04,29,1.7,0,,10.3
10/21/04,24,0.3,-1.4,,10.4
10/22/04,31,0.1,-0.2,,12.1
10/23/04,35,0.4,0.3,,13.8
10/24/04,35,0,-0.4,,13.9
10/25/04,31,0,0,,15.1
10/26/04,29,1.2,1.2,,13.9
10/27/04,21,0,-1.2,,13.4
10/28/04,24,0.3,0.3,,13.1
10/29/04,26,0,-0.3,,13.3
10/30/04,35,0,0,,14
10/31/04,31,0,0,,14.6
11/1/04,27,0.3,0.3,,14.6
11/2/04,39,0,-0.3,,14.8
11/3/04,37,0.3,0.3,,16.8
11/4/04,27,0.6,0.3,,13.9
11/5/04,33,0.1,-0.5,,12.9
11/6/04,38,0,-0.1,,13
11/7/04,41,0.1,0.1,,13.6
11/8/04,40,0,-0.1,,14
11/9/04,34,0,0,,14.9
11/10/04,37,0,0,,15.8
11/11/04,30,0.2,0.2,,14.5
11/12/04,30,0.1,-0.1,,13.3
11/13/04,32,0,-0.1,,12.7
11/14/04,32,0,0,,13
11/15/04,42,0,0,,13.5
11/16/04,41,0,0,,12.8
11/17/04,39,0,0,,14.9
11/18/04,38,0,0,,15.3
11/19/04,37,0,0,,15
11/20/04,24,0,0,,13.3
11/21/04,17,0,0,,12
11/22/04,22,0,0,,10.8
11/23/04,33,0,0,,10.2
11/24/04,31,0.3,0.3,,11.8
11/25/04,38,0,-0.3,,12.4
11/26/04,29,0.1,0.1,,11.6
11/27/04,29,1.5,1.4,,10.9
