Date,Relative Humidity Average (pct),Air Temperature Average (degF),Precipitation Increment - Snow-adj (in),Change In Precipitation Increment - Snow-adj (in),Change In Soil Moisture Percent -8in (pct)
3/8/88,,,0.5,0.3,
3/9/88,,,0,-0.5,
3/10/88,,,0,0,
3/11/88,,,0,0,
3/12/88,,,0,0,
3/13/88,,,0,0,
3/14/88,,,0.2,0.2,
3/15/88,,,0,-0.2,
3/16/88,,,0,0,
3/17/88,,,0,0,
3/18/88,,,0,0,
3/19/88,,,0,0,
3/20/88,,,0,0,
3/21/88,,,0.8,0.8,
3/22/88,,,0.5,-0.3,
3/23/88,,,0.9,0.4,
3/24/88,,,0.5,-0.4,
3/25/88,,,0,-0.5,
3/26/88,,,0,0,
3/27/88,,,0.3,0.3,
3/28/88,,,0.2,-0.1,
3/29/88,,,0.2,0,
3/30/88,,,0.2,0,
3/31/88,,,0,-0.2,
4/1/88,,,0,0,
4/2/88,,,0.3,0.3,
4/3/88,,,0.7,0.4,
4/4/88,,,0.4,-0.3,
4/5/88,,,0.3,-0.1,
4/6/88,,,0,-0.3,
4/7/88,,,0,0,
4/8/88,,,0,0,
4/9/88,,,0,0,
4/10/88,,,0,0,
4/11/88,,,0,0,
4/12/88,,,0,0,
4/13/88,,,0,0,
4/14/88,,,0.3,0.3,
4/15/88,,,0.2,-0.1,
4/16/88,,,0.2,0,
4/17/88,,,0,-0.2,
4/18/88,,,0,0,
4/19/88,,,0.2,0.2,
4/20/88,,,1.2,1,
4/21/88,,,0.3,-0.9,
4/22/88,,,0,-0.3,
4/23/88,,,0.4,0.4,
4/24/88,,,0,-0.4,
4/25/88,,,0,0,
4/26/88,,,0.1,0.1,
4/27/88,,,0,-0.1,
4/28/88,,,0,0,
4/29/88,,,0,0,
4/30/88,,,0,0,
5/1/88,,,0,0,
5/2/88,,,0,0,
5/3/88,,,0.3,0.3,
5/4/88,,,0.1,-0.2,
5/5/88,,,0.2,0.1,
5/6/88,,,1,0.8,
5/7/88,,,0.3,-0.7,
5/8/88,,,0.2,-0.1,
5/9/88,,,0,-0.2,
5/10/88,,,0,0,
5/11/88,,,0,0,
5/12/88,,,0,0,
5/13/88,,,0,0,
5/14/88,,,0,0,
5/15/88,,,0,0,
5/16/88,,,0,0,
5/17/88,,,0,0,
5/18/88,,,0,0,
5/19/88,,,0,0,
5/20/88,,,0,0,
5/21/88,,,0,0,
5/22/88,,,0,0,
5/23/88,,,0,0,
5/24/88,,,0,0,
5/25/88,,,0,0,
5/26/88,,,0,0,
5/27/88,,,0,0,
5/28/88,,,0,0,
5/29/88,,,0,0,
5/30/88,,,0.2,0.2,
5/31/88,,,0.4,0.2,
6/1/88,,,0.6,0.2,
6/2/88,,,0,-0.6,
6/3/88,,,0,0,
6/4/88,,,0,0,
6/5/88,,,0,0,
6/6/88,,,0,0,
6/7/88,,,0,0,
6/8/88,,,0,0,
6/9/88,,,0,0,
6/10/88,,,0,0,
6/11/88,,,0,0,
6/12/88,,,0,0,
6/13/88,,,0,0,
6/14/88,,,0,0,
6/15/88,,,0,0,
6/16/88,,,0,0,
6/17/88,,,0,0,
6/18/88,,,0,0,
6/19/88,,,0,0,
6/20/88,,,0,0,
6/21/88,,,0,0,
6/22/88,,,0,0,
6/23/88,,,0,0,
6/24/88,,,0,0,
6/25/88,,,0,0,
6/26/88,,,1,1,
6/27/88,,,0,-1,
6/28/88,,,0,0,
6/29/88,,,0,0,
6/30/88,,,0,0,
7/1/88,,,0,0,
7/2/88,,,0,0,
7/3/88,,,0,0,
7/4/88,,,0,0,
7/5/88,,,0,0,
7/6/88,,,0,0,
7/7/88,,,0,0,
7/8/88,,,0,0,
7/9/88,,,0,0,
7/10/88,,,0,0,
7/11/88,,,0,0,
7/12/88,,,0,0,
7/13/88,,,0,0,
7/14/88,,,0,0,
7/15/88,,,0,0,
7/16/88,,,0,0,
7/17/88,,,0,0,
7/18/88,,,0,0,
7/19/88,,,0,0,
7/20/88,,,0,0,
7/21/88,,,0,0,
7/22/88,,,0,0,
7/23/88,,,0,0,
7/24/88,,,0,0,
7/25/88,,,0,0,
7/26/88,,,0,0,
7/27/88,,,0,0,
7/28/88,,,0,0,
7/29/88,,,0,0,
7/30/88,,,0,0,
7/31/88,,,0,0,
8/1/88,,,0,0,
8/2/88,,,0,0,
8/3/88,,,0,0,
8/4/88,,,0,0,
8/5/88,,,0,0,
8/6/88,,,0,0,
8/7/88,,,0,0,
8/8/88,,,0,0,
8/9/88,,,0,0,
8/10/88,,,0,0,
8/11/88,,,0,0,
8/12/88,,,0,0,
8/13/88,,,0,0,
8/14/88,,,0,0,
8/15/88,,,0,0,
8/16/88,,,0,0,
8/17/88,,,0,0,
8/18/88,,,0,0,
8/19/88,,,0,0,
8/20/88,,,0,0,
8/21/88,,,0,0,
8/22/88,,,0,0,
8/23/88,,,0,0,
8/24/88,,,0,0,
8/25/88,,,0,0,
8/26/88,,,0,0,
8/27/88,,,0,0,
8/28/88,,,0,0,
8/29/88,,,0,0,
8/30/88,,,0,0,
8/31/88,,,0,0,
9/1/88,,,0,0,
9/2/88,,,0,0,
9/3/88,,,0,0,
9/4/88,,,0,0,
9/5/88,,,0,0,
9/6/88,,,0,0,
9/7/88,,,0,0,
9/8/88,,,0,0,
9/9/88,,,0,0,
9/10/88,,,0,0,
9/11/88,,,0,0,
9/12/88,,,0,0,
9/13/88,,,0,0,
9/14/88,,49,0,0,
9/15/88,,52,0,0,
9/16/88,,48,0,0,
9/17/88,,35,0,0,
9/18/88,,32,0,0,
9/19/88,,33,0.3,0.3,
9/20/88,,33,0.1,-0.2,
9/21/88,,38,0.1,0,
9/22/88,,42,0,-0.1,
9/23/88,,45,0,0,
9/24/88,,47,0,0,
9/25/88,,47,0,0,
9/26/88,,46,0,0,
9/27/88,,36,0.3,0.3,
9/28/88,,39,0,-0.3,
9/29/88,,49,0,0,
9/30/88,,54,0,0,
10/1/88,,54,0,0,
10/2/88,,53,0,0,
10/3/88,,53,0,0,
10/4/88,,54,0,0,
10/5/88,,53,0,0,
10/6/88,,54,0,0,
10/7/88,,51,0,0,
10/8/88,,53,0,0,
10/9/88,,53,0,0,
10/10/88,,49,0,0,
10/11/88,,49,0,0,
10/12/88,,47,0,0,
10/13/88,,46,0,0,
10/14/88,,42,0,0,
10/15/88,,42,0,0,
10/16/88,,47,0,0,
10/17/88,,,0.1,0.1,
10/18/88,,45,0,-0.1,
10/19/88,,,0,0,
10/20/88,,45,0,0,
10/21/88,,47,0,0,
10/22/88,,42,0,0,
10/23/88,,44,0,0,
10/24/88,,45,0,0,
10/25/88,,45,0,0,
10/26/88,,44,0,0,
10/27/88,,35,0,0,
10/28/88,,40,0,0,
10/29/88,,41,0,0,
10/30/88,,39,0,0,
10/31/88,,43,0,0,
11/1/88,,43,0,0,
11/2/88,,32,1.2,1.2,
11/3/88,,31,1.4,0.2,
11/4/88,,28,0.3,-1.1,
11/5/88,,33,0.2,-0.1,
11/6/88,,27,0.4,0.2,
11/7/88,,20,0.2,-0.2,
11/8/88,,22,0.1,-0.1,
11/9/88,,,0,-0.1,
11/10/88,,,0.7,0.7,
11/11/88,,,0,-0.7,
11/12/88,,24,1.1,1.1,
11/13/88,,,0.7,-0.4,
11/14/88,,19,0.2,-0.5,
11/15/88,,17,0,-0.2,
11/16/88,,21,0.7,0.7,
11/17/88,,,0.2,-0.5,
11/18/88,,,0,-0.2,
11/19/88,,16,0,0,
11/20/88,,20,0.3,0.3,
11/21/88,,22,0.6,0.3,
11/22/88,,28,2.3,1.7,
11/23/88,,23,0.3,-2,
11/24/88,,14,0.7,0.4,
11/25/88,,15,0.2,-0.5,
11/26/88,,13,0.1,-0.1,
11/27/88,,16,0.8,0.7,
11/28/88,,20,0.4,-0.4,
11/29/88,,18,0,-0.4,
11/30/88,,24,0.2,0.2,
12/1/88,,29,0,-0.2,
12/2/88,,29,0,0,
12/3/88,,29,0,0,
12/4/88,,30,0,0,
12/5/88,,28,0.1,0.1,
12/6/88,,,0.1,0,
12/7/88,,,0,-0.1,
12/8/88,,23,0,0,
12/9/88,,,0,0,
12/10/88,,27,0,0,
12/11/88,,31,0,0,
12/12/88,,37,0,0,
12/13/88,,31,0,0,
12/14/88,,,0,0,
12/15/88,,,0,0,
12/16/88,,,0,0,
12/17/88,,32,0,0,
12/18/88,,,0,0,
12/19/88,,21,0,0,
12/20/88,,19,0.9,0.9,
12/21/88,,18,0.6,-0.3,
12/22/88,,16,0.8,0.2,
12/23/88,,,0,-0.8,
12/24/88,,,0,0,
12/25/88,,,0,0,
12/26/88,,,0,0,
12/27/88,,5,0.3,0.3,
12/28/88,,,0.1,-0.2,
12/29/88,,14,0.3,0.2,
12/30/88,,21,0.6,0.3,
12/31/88,,18,0,-0.6,
1/1/89,,14,0,0,
1/2/89,,19,0.4,0.4,
1/3/89,,28,0.1,-0.3,
1/4/89,,28,0.1,0,
1/5/89,,24,1.1,1,
1/6/89,,10,0.2,-0.9,
1/7/89,,6,0,-0.2,
1/8/89,,9,0.5,0.5,
1/9/89,,25,2.2,1.7,
1/10/89,,18,0.7,-1.5,
1/11/89,,13,0,-0.7,
1/12/89,,14,0.2,0.2,
1/13/89,,15,0.3,0.1,
1/14/89,,10,0,-0.3,
1/15/89,,15,0.5,0.5,
1/16/89,,24,0.2,-0.3,
1/17/89,,25,0.2,0,
1/18/89,,30,0.1,-0.1,
1/19/89,,28,0,-0.1,
1/20/89,,30,0,0,
1/21/89,,30,0.3,0.3,
1/22/89,,25,0.7,0.4,
1/23/89,,9,0,-0.7,
1/24/89,,7,0,0,
1/25/89,,14,0,0,
1/26/89,,24,0,0,
1/27/89,,22,0,0,
1/28/89,,27,0.1,0.1,
1/29/89,,35,0,-0.1,
1/30/89,,36,0.2,0.2,
1/31/89,,34,0,-0.2,
2/1/89,,16,0,0,
2/2/89,,4,0,0,
2/3/89,,,0,0,
2/4/89,,,0,0,
2/5/89,,,0,0,
2/6/89,,,0,0,
2/7/89,,,0,0,
2/8/89,,,0,0,
2/9/89,,,0,0,
2/10/89,,,0,0,
2/11/89,,,0,0,
2/12/89,,17,0,0,
2/13/89,,,0,0,
2/14/89,,7,0,0,
2/15/89,,10,0,0,
2/16/89,,20,0.3,0.3,
2/17/89,,28,0.5,0.2,
2/18/89,,30,0.7,0.2,
2/19/89,,28,0.2,-0.5,
2/20/89,,26,0,-0.2,
2/21/89,,27,0.1,0.1,
2/22/89,,32,1,0.9,
2/23/89,,32,0.1,-0.9,
2/24/89,,35,0,-0.1,
2/25/89,,34,0,0,
2/26/89,,28,0,0,
2/27/89,,22,0,0,
2/28/89,,22,0,0,
3/1/89,,29,0.5,0.5,
3/2/89,,26,0.5,0,
3/3/89,,9,0,-0.5,
3/4/89,,19,0.2,0.2,
3/5/89,,28,0.5,0.3,
3/6/89,,37,0.3,-0.2,
3/7/89,,36,0.1,-0.2,
3/8/89,,36,0.8,0.7,
3/9/89,,43,0.3,-0.5,
3/10/89,,,0,-0.3,
3/11/89,,,0,0,
3/12/89,,41,0,0,
3/13/89,,29,0.7,0.7,
3/14/89,,20,0,-0.7,
3/15/89,,28,0.3,0.3,
3/16/89,,,0.2,-0.1,
3/17/89,,,1,0.8,
3/18/89,,32,0,-1,
3/19/89,,29,0.2,0.2,
3/20/89,,26,0.2,0,
3/21/89,,34,0.5,0.3,
3/22/89,,,0,-0.5,
3/23/89,,33,0.2,0.2,
3/24/89,,35,0.4,0.2,
3/25/89,,36,0.8,0.4,
3/26/89,,,0.4,-0.4,
3/27/89,,33,0.3,-0.1,
3/28/89,,33,0.5,0.2,
3/29/89,,26,0.1,-0.4,
3/30/89,,27,0.7,0.6,
3/31/89,,32,0.4,-0.3,
4/1/89,,32,0.6,0.2,
4/2/89,,28,0,-0.6,
4/3/89,,,0.5,0.5,
4/4/89,,31,0.1,-0.4,
4/5/89,,46,0,-0.1,
4/6/89,,52,0.5,0.5,
4/7/89,,,0,-0.5,
4/8/89,,44,0,0,
4/9/89,,38,0,0,
4/10/89,,40,0,0,
4/11/89,,43,0,0,
4/12/89,,44,0,0,
4/13/89,,,0,0,
4/14/89,,54,0,0,
4/15/89,,47,0,0,
4/16/89,,44,0.1,0.1,
4/17/89,,47,0.1,0,
4/18/89,,53,0,-0.1,
4/19/89,,55,0.1,0.1,
4/20/89,,54,0,-0.1,
4/21/89,,50,0,0,
4/22/89,,36,0,0,
4/23/89,,35,0,0,
4/24/89,,36,0.4,0.4,
4/25/89,,30,0.1,-0.3,
4/26/89,,32,0.1,0,
4/27/89,,33,0,-0.1,
4/28/89,,,0.3,0.3,
4/29/89,,,0.1,-0.2,
4/30/89,,,0.2,0.1,
5/1/89,,,0,-0.2,
5/2/89,,,0,0,
5/3/89,,41,0,0,
5/4/89,,45,0,0,
5/5/89,,49,0.1,0.1,
5/6/89,,53,0,-0.1,
5/7/89,,51,0,0,
5/8/89,,48,0,0,
5/9/89,,48,0.4,0.4,
5/10/89,,40,0.4,0,
5/11/89,,36,0,-0.4,
5/12/89,,35,0.1,0.1,
5/13/89,,34,0.3,0.2,
5/14/89,,37,0.1,-0.2,
5/15/89,,39,0.1,0,
5/16/89,,41,0.1,0,
5/17/89,,46,0,-0.1,
5/18/89,,31,0,0,
5/19/89,,30,0,0,
5/20/89,,41,0,0,
5/21/89,,46,0,0,
5/22/89,,48,0,0,
5/23/89,,36,0,0,
5/24/89,,29,0,0,
5/25/89,,32,0,0,
5/26/89,,37,0,0,
5/27/89,,45,0,0,
5/28/89,,36,0,0,
5/29/89,,33,0,0,
5/30/89,,39,0,0,
5/31/89,,45,0,0,
6/1/89,,48,0,0,
6/2/89,,48,0,0,
6/3/89,,42,0.1,0.1,
6/4/89,,45,0,-0.1,
6/5/89,,47,0,0,
6/6/89,,53,0,0,
6/7/89,,53,0,0,
6/8/89,,54,0,0,
6/9/89,,51,0,0,
6/10/89,,49,0,0,
6/11/89,,50,0,0,
6/12/89,,53,0,0,
6/13/89,,51,0,0,
6/14/89,,57,0,0,
6/15/89,,54,0,0,
6/16/89,,44,0,0,
6/17/89,,48,0,0,
6/18/89,,56,0,0,
6/19/89,,52,0,0,
6/20/89,,36,0,0,
6/21/89,,42,0,0,
6/22/89,,38,0,0,
6/23/89,,44,0,0,
6/24/89,,44,0,0,
6/25/89,,,0,0,
6/26/89,,54,0,0,
6/27/89,,49,0,0,
6/28/89,,38,0,0,
6/29/89,,47,0,0,
6/30/89,,,0,0,
7/1/89,,,0,0,
7/2/89,,,0,0,
7/3/89,,,0,0,
7/4/89,,,0,0,
7/5/89,,,0,0,
7/6/89,,,0,0,
7/7/89,,,0,0,
7/8/89,,,0,0,
7/9/89,,,0,0,
7/10/89,,,0,0,
7/11/89,,,0,0,
7/12/89,,,0,0,
7/13/89,,,0,0,
7/14/89,,,0,0,
7/15/89,,,0,0,
7/16/89,,,0,0,
7/17/89,,,0,0,
7/18/89,,,0,0,
7/19/89,,,0,0,
7/20/89,,71,0,0,
7/21/89,,,0,0,
7/22/89,,,0,0,
7/23/89,,,0,0,
7/24/89,,,0,0,
7/25/89,,60,0,0,
7/26/89,,,0,0,
7/27/89,,,0,0,
7/28/89,,,0,0,
7/29/89,,66,0,0,
7/30/89,,69,0,0,
7/31/89,,67,0,0,
8/1/89,,,0,0,
8/2/89,,,0,0,
8/3/89,,,0,0,
8/4/89,,,0,0,
8/5/89,,,0,0,
8/6/89,,,0,0,
8/7/89,,,0,0,
8/8/89,,,0,0,
8/9/89,,,0,0,
8/10/89,,,0,0,
8/11/89,,,0,0,
8/12/89,,,0,0,
8/13/89,,,0,0,
8/14/89,,,0,0,
8/15/89,,,0,0,
8/16/89,,53,0,0,
8/17/89,,59,0,0,
8/18/89,,56,0,0,
8/19/89,,54,0,0,
8/20/89,,49,0,0,
8/21/89,,53,0,0,
8/22/89,,55,0,0,
8/23/89,,42,0,0,
8/24/89,,35,0,0,
8/25/89,,,0,0,
8/26/89,,44,0,0,
8/27/89,,46,0,0,
8/28/89,,,0,0,
8/29/89,,56,0,0,
8/30/89,,50,0,0,
8/31/89,,,0,0,
9/1/89,,,0,0,
9/2/89,,,0,0,
9/3/89,,,0,0,
9/4/89,,,0,0,
9/5/89,,52,0,0,
9/6/89,,,0,0,
9/7/89,,48,0,0,
9/8/89,,49,0,0,
9/9/89,,,0,0,
9/10/89,,42,0,0,
9/11/89,,42,0,0,
9/12/89,,44,0,0,
9/13/89,,49,0,0,
9/14/89,,,0,0,
9/15/89,,,0,0,
9/16/89,,,1.4,1.4,
9/17/89,,,0,-1.4,
9/18/89,,,0,0,
9/19/89,,42,0,0,
9/20/89,,47,0,0,
9/21/89,,,0,0,
9/22/89,,53,0,0,
9/23/89,,,0,0,
9/24/89,,,0,0,
9/25/89,,61,0,0,
9/26/89,,52,0.2,0.2,
9/27/89,,53,0.1,-0.1,
9/28/89,,54,0,-0.1,
9/29/89,,57,0.1,0.1,
9/30/89,,39,0.4,0.3,
10/1/89,,36,0.2,-0.2,
10/2/89,,32,0.6,0.4,
10/3/89,,32,0.2,-0.4,
10/4/89,,33,0.1,-0.1,
10/5/89,,35,0,-0.1,
10/6/89,,38,0,0,
10/7/89,,40,0,0,
10/8/89,,45,0,0,
10/9/89,,46,0,0,
10/10/89,,49,0,0,
10/11/89,,43,0,0,
10/12/89,,47,0,0,
10/13/89,,44,0,0,
10/14/89,,41,0,0,
10/15/89,,33,0,0,
10/16/89,,32,0,0,
10/17/89,,36,0,0,
10/18/89,,43,0,0,
10/19/89,,,0,0,
10/20/89,,44,0,0,
10/21/89,,36,0.2,0.2,
10/22/89,,37,0.3,0.1,
10/23/89,,39,0.6,0.3,
10/24/89,,28,0.2,-0.4,
10/25/89,,28,0.1,-0.1,
10/26/89,,26,0.2,0.1,
10/27/89,,24,0.7,0.5,
10/28/89,,18,0,-0.7,
10/29/89,,18,0,0,
10/30/89,,21,0,0,
10/31/89,,22,0,0,
11/1/89,,21,0,0,
11/2/89,,27,0.1,0.1,
11/3/89,,33,0.1,0,
11/4/89,,31,0.2,0.1,
11/5/89,,25,0,-0.2,
11/6/89,,24,0.3,0.3,
11/7/89,,25,0.1,-0.2,
11/8/89,,28,0.2,0.1,
11/9/89,,35,0.1,-0.1,
11/10/89,,39,0.1,0,
11/11/89,,38,0,-0.1,
11/12/89,,35,0.1,0.1,
11/13/89,,28,0,-0.1,
11/14/89,,18,0,0,
11/15/89,,23,0.2,0.2,
11/16/89,,31,0,-0.2,
11/17/89,,29,0,0,
11/18/89,,31,0.1,0.1,
11/19/89,,36,0,-0.1,
11/20/89,,36,0,0,
11/21/89,,34,0,0,
11/22/89,,31,0,0,
11/23/89,,31,0.9,0.9,
11/24/89,,,0.2,-0.7,
11/25/89,,19,0.6,0.4,
11/26/89,,19,0.5,-0.1,
11/27/89,,13,0,-0.5,
11/28/89,,15,0,0,
11/29/89,,21,0.1,0.1,
11/30/89,,24,0,-0.1,
12/1/89,,24,0,0,
12/2/89,,31,0.1,0.1,
12/3/89,,33,0,-0.1,
12/4/89,,35,0.3,0.3,
12/5/89,,,0,-0.3,
12/6/89,,25,0,0,
12/7/89,,25,0.2,0.2,
12/8/89,,28,0.2,0,
12/9/89,,18,0.1,-0.1,
12/10/89,,11,0,-0.1,
12/11/89,,9,0,0,
12/12/89,,20,0,0,
12/13/89,,22,0,0,
12/14/89,,26,0,0,
12/15/89,,27,0,0,
12/16/89,,19,0,0,
12/17/89,,17,0,0,
12/18/89,,10,0,0,
12/19/89,,19,0,0,
12/20/89,,26,0,0,
12/21/89,,25,0,0,
12/22/89,,29,0,0,
12/23/89,,28,0,0,
12/24/89,,28,0,0,
12/25/89,,31,0,0,
12/26/89,,33,0,0,
12/27/89,,32,0,0,
12/28/89,,24,0,0,
12/29/89,,20,0,0,
12/30/89,,24,0,0,
12/31/89,,26,0,0,
1/1/90,,23,0.5,0.5,
1/2/90,,11,0.2,-0.3,
1/3/90,,7,0.1,-0.1,
1/4/90,,18,0.4,0.3,
1/5/90,,20,0,-0.4,
1/6/90,,25,0.5,0.5,
1/7/90,,26,1.7,1.2,
1/8/90,,28,0.4,-1.3,
1/9/90,,33,0.1,-0.3,
1/10/90,,31,0.1,0,
1/11/90,,33,0,-0.1,
1/12/90,,34,0,0,
1/13/90,,29,0.1,0.1,
1/14/90,,26,0,-0.1,
1/15/90,,23,0,0,
1/16/90,,19,0,0,
1/17/90,,16,0,0,
1/18/90,,14,0,0,
1/19/90,,17,0,0,
1/20/90,,23,0,0,
1/21/90,,25,0,0,
1/22/90,,25,0.1,0.1,
1/23/90,,17,0.8,0.7,
1/24/90,,13,0.1,-0.7,
1/25/90,,23,0.4,0.3,
1/26/90,,14,0.4,0,
1/27/90,,12,0.4,0,
1/28/90,,18,0.9,0.5,
1/29/90,,16,0.6,-0.3,
1/30/90,,17,0.5,-0.1,
1/31/90,,15,0.3,-0.2,
2/1/90,,15,0.3,0,
2/2/90,,17,0.1,-0.2,
2/3/90,,20,0.1,0,
2/4/90,,17,0.1,0,
2/5/90,,12,0.5,0.4,
2/6/90,,14,0.3,-0.2,
2/7/90,,7,0.3,0,
2/8/90,,16,0.5,0.2,
2/9/90,,25,0.5,0,
2/10/90,,30,0.2,-0.3,
2/11/90,,30,0.2,0,
2/12/90,,10,0,-0.2,
2/13/90,,4,0,0,
2/14/90,,-1,0,0,
2/15/90,,6,0.3,0.3,
2/16/90,,12,1.3,1,
2/17/90,,8,0,-1.3,
2/18/90,,9,0,0,
2/19/90,,15,0.1,0.1,
2/20/90,,21,0.3,0.2,
2/21/90,,26,0.1,-0.2,
2/22/90,,31,0.2,0.1,
2/23/90,,30,0,-0.2,
2/24/90,,33,0,0,
2/25/90,,30,0,0,
2/26/90,,30,0,0,
2/27/90,,26,0,0,
2/28/90,,28,0,0,
3/1/90,,28,0.1,0.1,
3/2/90,,28,0.1,0,
3/3/90,,29,0.4,0.3,
3/4/90,,24,0,-0.4,
3/5/90,,25,0,0,
3/6/90,,26,0,0,
3/7/90,,33,0.2,0.2,
3/8/90,,24,0.1,-0.1,
3/9/90,,25,0,-0.1,
3/10/90,,31,0.8,0.8,
3/11/90,,17,0.2,-0.6,
3/12/90,,13,0,-0.2,
3/13/90,,15,0,0,
3/14/90,,21,0.2,0.2,
3/15/90,,24,0,-0.2,
3/16/90,,30,0.2,0.2,
3/17/90,,33,0.1,-0.1,
3/18/90,,36,0.1,0,
3/19/90,,39,0.1,0,
3/20/90,,37,0,-0.1,
3/21/90,,35,0,0,
3/22/90,,39,0,0,
3/23/90,,27,0.2,0.2,
3/24/90,,22,0,-0.2,
3/25/90,,28,0,0,
3/26/90,,33,0,0,
3/27/90,,32,0,0,
3/28/90,,28,0,0,
3/29/90,,31,0,0,
3/30/90,,35,0,0,
3/31/90,,40,0,0,
4/1/90,,42,0,0,
4/2/90,,42,0,0,
4/3/90,,45,0,0,
4/4/90,,42,0,0,
4/5/90,,38,0.2,0.2,
4/6/90,,39,0.1,-0.1,
4/7/90,,40,0,-0.1,
4/8/90,,34,0,0,
4/9/90,,34,0.2,0.2,
4/10/90,,40,0,-0.2,
4/11/90,,42,0,0,
4/12/90,,35,0,0,
4/13/90,,38,0,0,
4/14/90,,45,0,0,
4/15/90,,48,0,0,
4/16/90,,45,0.3,0.3,
4/17/90,,42,0,-0.3,
4/18/90,,40,0,0,
4/19/90,,43,0,0,
4/20/90,,43,0.2,0.2,
4/21/90,,37,0.7,0.5,
4/22/90,,35,1.1,0.4,
4/23/90,,33,0.2,-0.9,
4/24/90,,32,0,-0.2,
4/25/90,,30,0.6,0.6,
4/26/90,,27,0,-0.6,
4/27/90,,30,2.1,2.1,
4/28/90,,22,0.2,-1.9,
4/29/90,,24,0,-0.2,
4/30/90,,28,0,0,
5/1/90,,33,0,0,
5/2/90,,38,0,0,
5/3/90,,42,0,0,
5/4/90,,48,0,0,
5/5/90,,50,0,0,
5/6/90,,43,0,0,
5/7/90,,26,0,0,
5/8/90,,28,0,0,
5/9/90,,35,0,0,
5/10/90,,43,0,0,
5/11/90,,39,0,0,
5/12/90,,36,0,0,
5/13/90,,34,0,0,
5/14/90,,34,0,0,
5/15/90,,31,0,0,
5/16/90,,36,0,0,
5/17/90,,44,0,0,
5/18/90,,38,0,0,
5/19/90,,36,0,0,
5/20/90,,32,0.7,0.7,
5/21/90,,39,0.3,-0.4,
5/22/90,,42,0.9,0.6,
5/23/90,,43,0.6,-0.3,
5/24/90,,29,0.2,-0.4,
5/25/90,,33,0.1,-0.1,
5/26/90,,39,0.2,0.1,
5/27/90,,41,0.2,0,
5/28/90,,42,0.5,0.3,
5/29/90,,38,0.7,0.2,
5/30/90,,36,0.6,-0.1,
5/31/90,,28,0.6,0,
6/1/90,,30,0,-0.6,
6/2/90,,37,0,0,
6/3/90,,47,0,0,
6/4/90,,44,0,0,
6/5/90,,45,0,0,
6/6/90,,43,0,0,
6/7/90,,,0,0,
6/8/90,,48,0,0,
6/9/90,,,0,0,
6/10/90,,,0,0,
6/11/90,,36,0.4,0.4,
6/12/90,,32,0,-0.4,
6/13/90,,35,0.4,0.4,
6/14/90,,36,0.1,-0.3,
6/15/90,,,0,-0.1,
6/16/90,,43,0,0,
6/17/90,,47,0,0,
6/18/90,,50,0,0,
6/19/90,,56,0,0,
6/20/90,,54,0,0,
6/21/90,,,0,0,
6/22/90,,64,0,0,
6/23/90,,,0,0,
6/24/90,,62,0,0,
6/25/90,,,0,0,
6/26/90,,63,0,0,
6/27/90,,57,0,0,
6/28/90,,57,0,0,
6/29/90,,,0,0,
6/30/90,,66,0,0,
7/1/90,,64,0,0,
7/2/90,,48,0,0,
7/3/90,,,0,0,
7/4/90,,,0,0,
7/5/90,,62,0,0,
7/6/90,,54,0,0,
7/7/90,,,0,0,
7/8/90,,62,0,0,
7/9/90,,,0,0,
7/10/90,,62,0,0,
7/11/90,,67,0,0,
7/12/90,,,0,0,
7/13/90,,,0,0,
7/14/90,,,0,0,
7/15/90,,65,0,0,
7/16/90,,65,0,0,
7/17/90,,62,0,0,
7/18/90,,62,0.1,0.1,
7/19/90,,,0,-0.1,
7/20/90,,56,0.1,0.1,
7/21/90,,,0,-0.1,
7/22/90,,61,0,0,
7/23/90,,60,0,0,
7/24/90,,,0.1,0.1,
7/25/90,,,0,-0.1,
7/26/90,,44,0,0,
7/27/90,,,0,0,
7/28/90,,,0,0,
7/29/90,,62,0,0,
7/30/90,,66,0,0,
7/31/90,,63,0,0,
8/1/90,,,0,0,
8/2/90,,58,0,0,
8/3/90,,59,0,0,
8/4/90,,,0,0,
8/5/90,,67,0,0,
8/6/90,,71,0,0,
8/7/90,,72,0,0,
8/8/90,,72,0,0,
8/9/90,,70,0,0,
8/10/90,,64,0,0,
8/11/90,,63,0,0,
8/12/90,,63,0,0,
8/13/90,,65,0,0,
8/14/90,,68,0,0,
8/15/90,,67,0,0,
8/16/90,,58,0,0,
8/17/90,,,0,0,
8/18/90,,,0.7,0.7,
8/19/90,,42,0.4,-0.3,
8/20/90,,42,0.3,-0.1,
8/21/90,,,0,-0.3,
8/22/90,,49,0.1,0.1,
8/23/90,,49,0.3,0.2,
8/24/90,,44,0.2,-0.1,
8/25/90,,,0,-0.2,
8/26/90,,47,0,0,
8/27/90,,53,0,0,
8/28/90,,57,0,0,
8/29/90,,,0,0,
8/30/90,,51,0,0,
8/31/90,,,0,0,
9/1/90,,57,0,0,
9/2/90,,,0,0,
9/3/90,,61,0,0,
9/4/90,,61,0,0,
9/5/90,,58,0,0,
9/6/90,,57,0,0,
9/7/90,,56,0,0,
9/8/90,,60,0,0,
9/9/90,,59,0,0,
9/10/90,,59,0,0,
9/11/90,,63,0,0,
9/12/90,,60,0,0,
9/13/90,,59,0,0,
9/14/90,,62,0,0,
9/15/90,,58,0,0,
9/16/90,,47,0,0,
