Date,Air Temperature Observed (degF) Start of Day Values,Precipitation Increment - Snow-adj (in),Change In Soil Temperature Observed -8in (degF)
9/25/05,37,0,0
9/26/05,39,0.2,-2
9/27/05,47,0,1
9/28/05,33,0,0
9/29/05,39,0,-1
9/30/05,37,0.2,-1
10/1/05,39,0,-1
10/2/05,43,0,0
10/3/05,42,0,0
10/4/05,37,0,0
10/5/05,23,0,-1
10/6/05,29,0,-3
10/7/05,36,0,0
10/8/05,42,0,-1
10/9/05,28,0,0
10/10/05,27,0,0
10/11/05,26,0,0
10/12/05,36,0.1,-1
10/13/05,30,0,0
10/14/05,37,0.2,0
10/15/05,39,0.5,0
10/16/05,34,0,0
10/17/05,33,0.1,0
10/18/05,38,0.8,1
10/19/05,32,0.1,0
10/20/05,32,0,0
10/21/05,32,0.1,0
10/22/05,36,0,0
10/23/05,33,0,-1
10/24/05,36,0.1,0
10/25/05,35,0.2,0
10/26/05,29,0.1,0
10/27/05,31,0.2,0
10/28/05,33,0.9,0
10/29/05,28,0,0
10/30/05,30,0,0
10/31/05,26,0,0
11/1/05,28,0,0
11/2/05,32,0,0
11/3/05,35,0,0
11/4/05,29,0,0
11/5/05,27,0,0
11/6/05,31,0,0
11/7/05,33,0,0
11/8/05,36,0,0
11/9/05,35,0,0
11/10/05,38,0,0
11/11/05,35,0.4,0
11/12/05,31,0,0
11/13/05,25,0.1,0
11/14/05,30,0,0
11/15/05,18,0,-1
11/16/05,27,0,0
11/17/05,26,0,0
11/18/05,31,0,0
11/19/05,30,0,0
11/20/05,28,0,0
11/21/05,31,0,0
11/22/05,31,0,0
11/23/05,29,0,0
11/24/05,27,0,0
11/25/05,25,0,-1
11/26/05,32,0,0
11/27/05,3,0,0
11/28/05,0,0.4,0
11/29/05,20,0.4,0
11/30/05,23,0.1,-1
12/1/05,22,0.2,0
12/2/05,28,1.1,0
12/3/05,21,0,0
12/4/05,3,0,0
12/5/05,0,0,0
12/6/05,6,0,0
12/7/05,12,0,0
12/8/05,4,0.3,0
12/9/05,17,0.1,0
12/10/05,24,0,0
12/11/05,29,0,0
12/12/05,20,0,0
12/13/05,19,0,0
12/14/05,11,0,0
12/15/05,21,0,0
12/16/05,10,0,-1
12/17/05,12,0,0
12/18/05,17,0.6,0
12/19/05,24,0.1,0
12/20/05,27,0.1,0
12/21/05,29,0,0
12/22/05,35,0,0
12/23/05,35,0,0
12/24/05,25,0.1,0
12/25/05,34,0,1
12/26/05,30,0.6,0
12/27/05,20,0.2,0
12/28/05,31,0,0
12/29/05,26,0,0
12/30/05,14,0,0
12/31/05,30,0.7,0
1/1/06,20,0.1,0
1/2/06,25,0.6,0
1/3/06,22,0.5,0
1/4/06,17,0,0
1/5/06,18,0,0
1/6/06,28,0,0
1/7/06,33,0,0
1/8/06,21,0,0
1/9/06,6,0,0
1/10/06,15,0,0
1/11/06,25,0.1,0
1/12/06,22,0,0
1/13/06,21,0.2,0
1/14/06,29,0,0
1/15/06,23,0.4,0
1/16/06,-4,0.1,0
1/17/06,14,0.3,0
1/18/06,22,0.4,0
1/19/06,14,0,0
1/20/06,0,0,0
1/21/06,4,0,0
1/22/06,5,0.2,0
1/23/06,9,0.1,0
1/24/06,29,0.1,0
1/25/06,26,0.4,0
1/26/06,21,0.3,-1
1/27/06,10,0.4,0
1/28/06,8,0.3,1
1/29/06,17,0.2,-1
1/30/06,23,0.1,0
1/31/06,27,0.1,0
2/1/06,22,0.5,0
2/2/06,27,0.3,1
2/3/06,19,0,0
2/4/06,19,0,0
2/5/06,22,0,0
2/6/06,26,0.1,0
2/7/06,21,0,0
2/8/06,27,0,0
2/9/06,23,0,0
2/10/06,23,0,0
2/11/06,15,0,0
2/12/06,21,0,0
2/13/06,22,0,0
2/14/06,23,0.1,0
2/15/06,25,0.2,0
2/16/06,-3,0.1,0
2/17/06,10,0,0
2/18/06,8,0.3,0
2/19/06,11,0.4,0
2/20/06,9,0,0
2/21/06,-4,0.1,0
2/22/06,5,0.1,0
2/23/06,13,0.1,0
2/24/06,14,0,-1
2/25/06,17,0.1,1
2/26/06,23,0.1,0
2/27/06,29,0,-1
2/28/06,32,0.3,0
3/1/06,22,0,1
3/2/06,24,0,-1
3/3/06,26,0,0
3/4/06,22,0,0
3/5/06,15,0.1,1
3/6/06,29,0,0
3/7/06,25,0.5,0
3/8/06,17,0.1,0
3/9/06,9,0.9,0
3/10/06,12,0.3,0
3/11/06,3,0.2,0
3/12/06,7,0.4,0
3/13/06,8,0.2,0
3/14/06,5,0.2,0
3/15/06,20,0.3,0
3/16/06,10,0.1,0
3/17/06,21,0,0
3/18/06,20,0.3,0
3/19/06,14,0.2,0
3/20/06,6,0.1,0
3/21/06,17,0.6,0
3/22/06,19,0,0
3/23/06,12,0.1,0
3/24/06,22,0,0
3/25/06,25,0.1,0
3/26/06,26,0.6,0
3/27/06,21,0.1,0
3/28/06,30,0.4,0
3/29/06,29,1,0
3/30/06,18,0,0
3/31/06,21,0.1,0
4/1/06,25,0.6,0
4/2/06,22,0.1,0
4/3/06,27,0.1,0
4/4/06,35,0.1,0
4/5/06,34,0.4,0
4/6/06,18,0.9,0
4/7/06,21,0.1,0
4/8/06,30,0,0
4/9/06,31,0,0
4/10/06,30,0.1,0
4/11/06,25,0.1,0
4/12/06,32,0,0
4/13/06,35,0,0
4/14/06,34,0.6,0
4/15/06,27,0.6,0
4/16/06,28,0.1,1
4/17/06,29,0,-1
4/18/06,11,0.1,0
4/19/06,13,0.1,0
4/20/06,22,0,0
4/21/06,29,0,0
4/22/06,35,0,0
4/23/06,31,0.1,0
4/24/06,22,0,0
4/25/06,25,0,0
4/26/06,31,0,0
4/27/06,37,0,1
4/28/06,37,0,0
4/29/06,29,0,0
4/30/06,36,0,0
5/1/06,32,0,0
5/2/06,34,0,0
5/3/06,33,0,0
5/4/06,34,0,0
5/5/06,31,0.1,0
5/6/06,28,0,0
5/7/06,32,0,0
5/8/06,38,0,-1
5/9/06,33,0,1
5/10/06,29,0,0
5/11/06,31,0,0
5/12/06,36,0,0
5/13/06,38,0,0
5/14/06,40,0,0
5/15/06,39,0,0
5/16/06,42,0.1,0
5/17/06,45,0,0
5/18/06,42,0,1
5/19/06,40,0.1,-1
5/20/06,43,0,0
5/21/06,41,0,0
5/22/06,42,0,0
5/23/06,33,0,1
5/24/06,35,0,7
5/25/06,42,0,3
5/26/06,42,0,1
5/27/06,40,0.2,2
5/28/06,25,0.3,-1
5/29/06,25,0,-3
5/30/06,31,0,0
5/31/06,35,0,2
6/1/06,43,0,2
6/2/06,43,0,3
6/3/06,49,0,1
6/4/06,43,0,1
6/5/06,47,0,1
6/6/06,48,0,2
6/7/06,51,0,-1
6/8/06,44,0,-1
6/9/06,41,0,-1
6/10/06,45,0.1,0
6/11/06,42,0,2
6/12/06,43,0,1
6/13/06,43,0,2
6/14/06,47,0,-2
6/15/06,37,0,-2
6/16/06,35,0,-3
6/17/06,40,0,2
6/18/06,46,0,3
6/19/06,50,0,2
6/20/06,50,0,2
6/21/06,45,0,0
6/22/06,48,0,0
6/23/06,48,0,1
6/24/06,50,0,0
6/25/06,57,0,0
6/26/06,56,0,1
6/27/06,50,0,-2
6/28/06,47,0,-2
6/29/06,47,0,-1
6/30/06,48,0,-1
7/1/06,46,0.3,-2
7/2/06,49,0,0
7/3/06,49,0.1,1
7/4/06,52,0.1,0
7/5/06,47,0.1,0
7/6/06,48,0.4,0
7/7/06,41,0.2,0
7/8/06,48,0,-1
7/9/06,49,0.2,-1
7/10/06,47,0,2
7/11/06,44,0.2,-2
7/12/06,48,0,3
7/13/06,48,0,2
7/14/06,51,0,2
7/15/06,53,0,2
7/16/06,55,0,1
7/17/06,58,0,0
7/18/06,54,0,-1
7/19/06,52,0,-1
7/20/06,50,0,-1
7/21/06,59,0,-2
7/22/06,50,0.2,1
7/23/06,53,0,3
7/24/06,53,0,-2
7/25/06,53,0,2
7/26/06,51,0,0
7/27/06,52,0,-1
7/28/06,54,0,1
7/29/06,54,0,0
7/30/06,49,0.4,-2
7/31/06,49,0.2,3
8/1/06,48,0.1,-4
8/2/06,43,0.4,-2
8/3/06,46,0,1
8/4/06,47,0,-2
8/5/06,45,0.2,-1
8/6/06,44,0,1
8/7/06,49,0,0
8/8/06,46,0.3,0
8/9/06,48,0,2
8/10/06,49,0,0
8/11/06,47,0,-1
8/12/06,47,0,0
8/13/06,44,0,0
8/14/06,47,0,-1
8/15/06,49,0,0
8/16/06,46,0.2,-1
8/17/06,46,0,1
8/18/06,43,0.1,1
8/19/06,46,0,0
8/20/06,47,0,0
8/21/06,48,0,1
8/22/06,50,0,-1
8/23/06,49,0,-1
8/24/06,48,0,0
8/25/06,47,0,-1
8/26/06,45,0,1
8/27/06,43,0.2,-3
8/28/06,42,0,2
8/29/06,47,0,0
8/30/06,47,0,1
8/31/06,48,0,0
9/1/06,48,0,1
9/2/06,50,0,-2
9/3/06,47,0,-1
9/4/06,46,0,-1
9/5/06,48,0,0
9/6/06,46,0,0
9/7/06,43,0,-1
9/8/06,38,0.3,-2
9/9/06,38,0,-1
9/10/06,39,0.2,0
9/11/06,38,0.4,-3
9/12/06,45,0.2,2
9/13/06,45,0.1,1
9/14/06,42,0.2,1
9/15/06,35,0.1,-2
9/16/06,30,0,-4
9/17/06,25,0.1,-2
9/18/06,27,0.2,-1
9/19/06,36,0,0
9/20/06,39,0,1
9/21/06,26,0,-1
9/22/06,32,0,-1
9/23/06,26,0.1,0
9/24/06,29,0.1,-1
9/25/06,31,0.1,-1
9/26/06,35,0.1,1
9/27/06,38,0,1
9/28/06,40,0,1
9/29/06,39,0,0
9/30/06,40,0,0
10/1/06,43,0.1,1
10/2/06,45,0.3,0
10/3/06,39,0.1,0
10/4/06,40,0.1,1
10/5/06,39,0.3,1
10/6/06,41,0.5,0
10/7/06,29,0,-2
10/8/06,33,0.1,-2
10/9/06,32,0.5,-1
10/10/06,30,0.6,-1
10/11/06,30,0,0
10/12/06,25,0.1,0
10/13/06,31,0,-1
10/14/06,36,0.5,0
10/15/06,33,0,0
10/16/06,33,0.1,0
10/17/06,32,0.4,0
10/18/06,20,0,0
10/19/06,19,0.1,0
10/20/06,32,0,0
10/21/06,25,0,0
10/22/06,25,0,-1
10/23/06,30,0.1,0
10/24/06,32,0.1,0
10/25/06,32,0.2,0
10/26/06,17,0.2,0
10/27/06,35,0.1,0
10/28/06,36,0,0
10/29/06,32,0,0
10/30/06,29,0,0
10/31/06,29,0,0
11/1/06,24,0,0
11/2/06,25,0,0
11/3/06,32,0,0
11/4/06,29,0,0
11/5/06,25,0,0
11/6/06,30,0,0
11/7/06,38,0,0
11/8/06,39,0,0
11/9/06,35,0,0
11/10/06,20,0,0
11/11/06,30,0.3,-1
11/12/06,22,0,0
11/13/06,18,0.3,0
11/14/06,27,0.2,0
11/15/06,17,0.2,0
11/16/06,25,0,0
11/17/06,29,0,0
11/18/06,28,0,0
11/19/06,27,0,0
11/20/06,32,0,0
11/21/06,29,0,0
11/22/06,30,0,0
11/23/06,33,0,0
11/24/06,18,0,0
11/25/06,20,0,0
11/26/06,19,0,0
11/27/06,21,0.3,0
11/28/06,20,0.7,0
11/29/06,-2,0.1,0
11/30/06,4,0.1,0
12/1/06,21,0,0
12/2/06,5,0,0
12/3/06,8,0,0
12/4/06,21,0,0
12/5/06,23,0.1,0
12/6/06,29,0,0
12/7/06,29,0,0
12/8/06,29,0,0
12/9/06,27,0,0
12/10/06,21,0.7,0
12/11/06,18,0,0
12/12/06,12,0.2,0
12/13/06,23,0,0
12/14/06,27,0.1,0
12/15/06,26,0,0
12/16/06,25,0,0
12/17/06,21,0.3,0
12/18/06,4,0.2,0
12/19/06,15,0.2,0
12/20/06,10,0,0
12/21/06,18,0,0
12/22/06,20,0.4,0
12/23/06,15,0,0
12/24/06,22,0,0
12/25/06,22,0,0
12/26/06,25,0,-1
12/27/06,30,0.3,0
12/28/06,21,0.1,0
12/29/06,19,0,0
12/30/06,29,0,0
12/31/06,29,0,0
1/1/07,18,0,0
1/2/07,26,0,0
1/3/07,30,0,0
1/4/07,29,0.4,0
1/5/07,16,0,0
1/6/07,7,0.2,0
1/7/07,11,0.1,0
1/8/07,27,0,0
1/9/07,33,0,0
1/10/07,28,0,0
1/11/07,21,0,0
1/12/07,17,0.4,0
1/13/07,-6,0,0
1/14/07,-5,0,0
1/15/07,-2,0,0
1/16/07,15,0,0
1/17/07,6,0,0
1/18/07,9,0,0
1/19/07,16,0,0
1/20/07,18,0,0
1/21/07,2,0.1,0
1/22/07,11,0,0
1/23/07,25,0,0
1/24/07,32,0,0
1/25/07,27,0,0
1/26/07,20,0,0
1/27/07,17,0,0
1/28/07,13,0,0
1/29/07,16,0,0
1/30/07,12,0.1,0
1/31/07,18,0.2,0
2/1/07,4,0,0
2/2/07,2,0.2,0
2/3/07,19,0.1,0
2/4/07,27,0,0
2/5/07,34,0,0
2/6/07,35,0,0
2/7/07,31,0,0
2/8/07,29,0,0
2/9/07,26,0.1,0
2/10/07,27,0.4,0
2/11/07,29,0.3,0
2/12/07,24,0,0
2/13/07,20,0.1,0
2/14/07,9,0,0
2/15/07,11,0.2,0
2/16/07,26,0.1,0
2/17/07,18,0,0
2/18/07,23,0.1,0
2/19/07,26,0.7,0
2/20/07,11,0.1,0
2/21/07,18,0.1,0
2/22/07,26,0.1,0
2/23/07,24,0.6,0
2/24/07,6,0,0
2/25/07,12,0.1,0
2/26/07,20,0,0
2/27/07,19,0.5,0
2/28/07,12,0.2,0
3/1/07,7,0.1,0
3/2/07,8,0,0
3/3/07,2,0.1,0
3/4/07,23,0.2,0
3/5/07,25,0,0
3/6/07,24,0,0
3/7/07,24,0.2,0
3/8/07,29,0.1,0
3/9/07,22,0,0
3/10/07,30,0,0
3/11/07,25,0.2,0
3/12/07,37,0,0
3/13/07,34,0,0
3/14/07,32,0,0
3/15/07,31,0,0
3/16/07,29,0,0
3/17/07,33,0,0
3/18/07,34,0,0
3/19/07,31,0,0
3/20/07,32,0,0
3/21/07,29,0.1,0
3/22/07,23,0.1,0
3/23/07,30,0,0
3/24/07,29,0,0
3/25/07,27,0,0
3/26/07,29,0.1,0
3/27/07,31,0.1,0
3/28/07,13,0.4,0
3/29/07,17,0.1,0
3/30/07,13,0.2,0
3/31/07,21,0.1,0
4/1/07,31,0.1,0
4/2/07,35,0,0
4/3/07,30,0,0
4/4/07,32,0,0
4/5/07,33,0,0
4/6/07,35,0,0
4/7/07,33,0.2,0
4/8/07,33,0.6,0
4/9/07,24,0.2,0
4/10/07,28,0.2,0
4/11/07,17,0.2,0
4/12/07,20,0.1,0
4/13/07,21,0,0
4/14/07,19,0.2,0
4/15/07,30,0,0
4/16/07,27,0.1,0
4/17/07,30,0.1,0
4/18/07,32,0,0
4/19/07,11,0.1,0
4/20/07,24,0.1,0
4/21/07,24,0,0
4/22/07,23,0.7,0
4/23/07,24,1,0
4/24/07,26,0.3,0
4/25/07,31,0.1,0
4/26/07,30,0,0
4/27/07,31,0,0
4/28/07,36,0,0
4/29/07,40,0,0
4/30/07,37,0,0
5/1/07,36,0,0
5/2/07,36,0,0
5/3/07,36,0.2,0
5/4/07,27,0.4,0
5/5/07,21,0.1,0
5/6/07,23,0.2,0
5/7/07,27,0.1,0
5/8/07,31,0.1,0
5/9/07,35,0,0
5/10/07,36,0,0
5/11/07,38,0.1,0
5/12/07,40,0,0
5/13/07,42,0,0
5/14/07,36,0,0
5/15/07,33,0.1,0
5/16/07,43,0.1,0
5/17/07,41,0,0
5/18/07,40,0,1
5/19/07,38,0.2,2
5/20/07,39,0.1,6
5/21/07,41,0.2,2
5/22/07,29,0,1
5/23/07,30,0,0
5/24/07,29,0,-3
5/25/07,33,0,1
5/26/07,37,0,3
5/27/07,39,0,0
5/28/07,41,0,1
5/29/07,42,0,2
5/30/07,35,0,0
5/31/07,39,0,1
6/1/07,48,0,1
6/2/07,45,0,1
6/3/07,42,0,-2
6/4/07,45,0,0
6/5/07,48,0,3
6/6/07,42,1,-1
6/7/07,26,0,-6
6/8/07,28,0,-4
6/9/07,36,0,-1
6/10/07,41,0,5
6/11/07,42,0,3
6/12/07,40,0,1
6/13/07,42,0,0
6/14/07,45,0,-1
6/15/07,47,0,3
6/16/07,48,0,3
6/17/07,49,0,2
6/18/07,44,0,0
6/19/07,46,0,1
6/20/07,44,0,1
6/21/07,46,0,0
6/22/07,49,0,1
6/23/07,49,0,1
6/24/07,48,0,0
6/25/07,49,0,0
6/26/07,46,0,0
6/27/07,46,0,0
6/28/07,46,0,0
6/29/07,46,0,1
6/30/07,47,0,0
7/1/07,47,0,0
7/2/07,50,0,1
7/3/07,49,0,0
7/4/07,56,0,0
7/5/07,60,0,1
7/6/07,55,0,0
7/7/07,57,0,-2
7/8/07,56,0,1
7/9/07,52,0,0
7/10/07,51,0,0
7/11/07,54,0,-1
7/12/07,47,0,-3
7/13/07,52,0,1
7/14/07,52,0,2
7/15/07,53,0,0
7/16/07,53,0,-3
7/17/07,49,0,-1
7/18/07,51,0,0
7/19/07,51,0,2
7/20/07,51,0,1
7/21/07,53,0,1
7/22/07,51,0.1,-2
7/23/07,49,0.5,-1
7/24/07,47,0.3,-2
7/25/07,49,0.6,0
7/26/07,49,0.3,-1
7/27/07,49,0.1,0
7/28/07,53,0.2,-1
7/29/07,52,0,2
7/30/07,49,0.1,-1
7/31/07,51,0.1,0
8/1/07,49,0.1,-1
8/2/07,50,0.1,2
8/3/07,49,0,-1
8/4/07,48,0,1
8/5/07,51,0,1
8/6/07,48,0,0
8/7/07,45,0.2,-1
8/8/07,45,0.1,0
8/9/07,45,0,0
8/10/07,47,0,0
8/11/07,46,0.1,0
8/12/07,49,0,1
8/13/07,51,0,0
8/14/07,53,0,0
8/15/07,49,0,-1
8/16/07,50,0.2,-2
8/17/07,52,0,0
8/18/07,48,0.2,0
8/19/07,51,0,1
8/20/07,49,0,1
8/21/07,47,0.2,-1
8/22/07,49,0,0
8/23/07,48,0,0
8/24/07,49,0,0
8/25/07,49,0,1
8/26/07,49,0,0
8/27/07,46,0,0
8/28/07,44,0.5,-2
8/29/07,43,0.4,-1
8/30/07,51,0.1,0
8/31/07,50,0,0
9/1/07,49,0,1
9/2/07,49,0.2,-1
9/3/07,46,0.5,-1
9/4/07,48,0,1
9/5/07,52,0,1
9/6/07,45,0,0
9/7/07,42,0,-2
9/8/07,43,0,-1
9/9/07,46,0,0
9/10/07,44,0,0
9/11/07,42,0,-1
9/12/07,43,0,-1
9/13/07,43,0,0
9/14/07,48,0,0
9/15/07,46,0,0
9/16/07,47,0.1,0
9/17/07,42,0,0
9/18/07,35,0,-2
9/19/07,36,0,-1
9/20/07,40,0,-1
9/21/07,38,0,-1
9/22/07,45,1.1,0
9/23/07,33,0.4,0
9/24/07,31,0.1,-2
9/25/07,25,0.2,-2
9/26/07,31,0,-1
9/27/07,34,0,0
9/28/07,40,0,0
9/29/07,36,0.4,1
9/30/07,,0,-2
10/1/07,38,0.1,-1
10/2/07,32,0,1
10/3/07,36,0.2,-1
10/4/07,38,0,0
10/5/07,40,0.1,1
10/6/07,22,0.2,0
10/7/07,16,0.1,-1
10/8/07,33,0.2,-1
10/9/07,35,0,0
10/10/07,39,0,0
10/11/07,33,0,-1
10/12/07,35,0,0
10/13/07,32,0,0
10/14/07,30,0,0
10/15/07,28,0,0
10/16/07,31,0.3,0
10/17/07,29,0,0
10/18/07,20,0.1,0
10/19/07,30,0,0
10/20/07,36,0,-1
10/21/07,15,0,0
10/22/07,21,0.1,0
10/23/07,41,0,0
10/24/07,42,0,0
10/25/07,36,0,0
10/26/07,36,0,0
10/27/07,33,0,0
10/28/07,33,0,0
10/29/07,36,0,0
10/30/07,40,0,0
10/31/07,30,0,0
11/1/07,29,0,0
11/2/07,29,0,0
11/3/07,29,0,-1
11/4/07,33,0,0
11/5/07,31,0,0
11/6/07,32,0,0
11/7/07,32,0.1,0
11/8/07,34,0,0
11/9/07,33,0,0
11/10/07,36,0,0
11/11/07,31,0,0
11/12/07,29,0,0
11/13/07,28,0,0
11/14/07,31,0,-1
11/15/07,31,0,0
11/16/07,33,0,0
11/17/07,30,0,0
11/18/07,33,0,0
11/19/07,32,0,0
11/20/07,31,0,-1
11/21/07,14,0,0
11/22/07,20,0.1,-1
11/23/07,18,0,-1
11/24/07,20,0,0
11/25/07,28,0,0
11/26/07,25,0,0
11/27/07,23,0.1,-1
11/28/07,15,0,0
11/29/07,24,0,-2
11/30/07,29,1.6,1
12/1/07,28,1.3,1
12/2/07,14,0,1
12/3/07,16,0.1,1
12/4/07,27,0.1,0
12/5/07,31,0,0
12/6/07,29,0.6,0
12/7/07,26,2.4,1
12/8/07,21,0.6,0
12/9/07,10,0,0
12/10/07,10,0,0
12/11/07,12,0,0
12/12/07,3,0,0
12/13/07,10,0,0
12/14/07,-1,0,0
12/15/07,0,0.1,0
12/16/07,19,0,0
12/17/07,21,0,0
12/18/07,10,0.2,0
12/19/07,21,0.3,0
12/20/07,17,0.2,0
12/21/07,11,0,0
12/22/07,10,0.2,0
12/23/07,13,0.1,0
12/24/07,27,0.1,0
12/25/07,5,0,0
12/26/07,4,0,0
12/27/07,-3,0,0
12/28/07,-9,0.1,0
12/29/07,5,0.2,0
12/30/07,16,0.1,0
12/31/07,9,0,0
1/1/08,13,0,0
1/2/08,26,0.1,0
1/3/08,25,0.1,0
1/4/08,26,0.1,0
1/5/08,26,1.5,0
1/6/08,20,0.9,0
1/7/08,14,0,0
1/8/08,8,0.1,0
1/9/08,17,0.7,0
1/10/08,6,0,0
1/11/08,21,0,0
1/12/08,12,0,0
1/13/08,15,0,0
1/14/08,18,0,0
1/15/08,19,0,0
1/16/08,1,0,0
1/17/08,-3,0,0
1/18/08,13,0,0
1/19/08,10,0,0
1/20/08,11,0.1,0
1/21/08,16,0.2,0
1/22/08,12,0,0
1/23/08,4,0.1,0
1/24/08,17,0.3,0
1/25/08,4,0,0
1/26/08,8,0,0
1/27/08,19,0.4,0
1/28/08,21,0.8,0
1/29/08,-1,0.3,0
1/30/08,7,0.2,0
1/31/08,-8,0.1,0
2/1/08,16,0.3,0
2/2/08,12,0.5,0
2/3/08,12,1.1,0
2/4/08,5,0,0
2/5/08,-5,0,0
2/6/08,15,0.1,0
2/7/08,13,0,0
2/8/08,19,0,0
2/9/08,25,0,0
2/10/08,19,0,0
2/11/08,16,0,0
2/12/08,16,0.1,0
2/13/08,22,0.2,0
2/14/08,6,0,0
2/15/08,8,0.1,0
2/16/08,14,0,0
2/17/08,19,0.1,0
2/18/08,24,0,0
2/19/08,22,0,0
2/20/08,25,0.2,0
2/21/08,18,0.1,0
2/22/08,19,0.8,0
2/23/08,19,0.1,0
2/24/08,28,0.6,0
2/25/08,21,0.2,0
2/26/08,19,0,0
2/27/08,21,0,0
2/28/08,26,0,0
2/29/08,23,0,0
3/1/08,26,0.1,0
3/2/08,13,0,0
3/3/08,7,0,0
3/4/08,18,0,0
3/5/08,11,0,0
3/6/08,3,0.1,0
3/7/08,15,0,0
3/8/08,21,0,0
3/9/08,15,0,0
3/10/08,13,0,0
3/11/08,25,0.1,0
3/12/08,27,0,0
3/13/08,27,0,0
3/14/08,26,0,0
3/15/08,12,0.2,0
3/16/08,11,0.2,0
3/17/08,13,0,0
3/18/08,15,0,0
3/19/08,18,0.1,0
3/20/08,24,0,0
3/21/08,23,0,0
3/22/08,21,0,0
3/23/08,16,0,0
3/24/08,21,0,0
3/25/08,28,0,0
3/26/08,28,0,0
3/27/08,31,0,0
3/28/08,20,0,0
3/29/08,28,0,0
3/30/08,29,0.7,0
3/31/08,21,0.2,0
4/1/08,7,0.1,0
4/2/08,18,0,0
4/3/08,25,0,0
4/4/08,13,0.1,0
4/5/08,27,0,0
4/6/08,23,0,0
4/7/08,27,0.2,0
4/8/08,14,0,0
4/9/08,23,0.2,0
4/10/08,11,0,0
4/11/08,16,0,0
4/12/08,21,0.1,0
4/13/08,28,0,0
4/14/08,32,0,0
4/15/08,38,0,1
4/16/08,15,0,0
4/17/08,13,0,0
4/18/08,28,0,0
4/19/08,31,0,0
4/20/08,30,0.1,0
4/21/08,21,0,0
4/22/08,24,0,
4/23/08,32,0,
4/24/08,28,0.4,0
4/25/08,19,0,0
4/26/08,29,0,0
4/27/08,28,0,0
4/28/08,29,0,0
4/29/08,35,0,0
4/30/08,38,0,0
5/1/08,12,0,0
5/2/08,17,0,0
5/3/08,23,0,0
5/4/08,29,0,0
5/5/08,36,0,0
5/6/08,32,0,0
5/7/08,34,0.3,0
5/8/08,31,0.1,0
5/9/08,31,0.1,0
5/10/08,29,0,0
5/11/08,31,0,0
5/12/08,38,0.1,0
5/13/08,21,0.1,0
5/14/08,33,0,0
5/15/08,36,0,0
5/16/08,33,0,0
5/17/08,37,0,0
5/18/08,46,0,0
5/19/08,42,0,0
5/20/08,44,0,0
5/21/08,43,0.1,0
5/22/08,22,0.8,0
5/23/08,25,0.2,0
5/24/08,21,0.1,0
5/25/08,25,0.1,0
5/26/08,30,0.5,0
5/27/08,23,0,0
5/28/08,32,0,0
5/29/08,31,0,0
5/30/08,30,0,0
5/31/08,35,0,0
6/1/08,38,0,0
6/2/08,41,0,0
6/3/08,38,0,1
6/4/08,43,0.5,4
6/5/08,28,0.2,-2
6/6/08,32,0,-2
6/7/08,38,0,4
6/8/08,31,0,0
6/9/08,32,0,1
6/10/08,42,0,2
6/11/08,35,0,2
6/12/08,31,0,-1
6/13/08,39,0,0
6/14/08,40,0,2
6/15/08,42,0,2
6/16/08,46,0,2
6/17/08,44,0,0
6/18/08,46,0,2
6/19/08,49,0,1
6/20/08,44,0,1
6/21/08,50,0,-1
6/22/08,49,0,1
6/23/08,48,0,2
6/24/08,47,0,-2
6/25/08,46,0,1
6/26/08,47,0,1
6/27/08,44,0,1
6/28/08,46,0,0
6/29/08,50,0,1
6/30/08,50,0,-2
7/1/08,49,0,0
7/2/08,50,0,1
7/3/08,50,0,1
7/4/08,52,0,1
7/5/08,52,0,0
7/6/08,47,0,-1
7/7/08,44,0,-2
7/8/08,51,0,-1
7/9/08,48,0,2
7/10/08,56,0,2
7/11/08,53,0,1
7/12/08,50,0,-2
7/13/08,47,0,-1
7/14/08,51,0,-1
7/15/08,52,0.4,1
7/16/08,47,0.1,1
7/17/08,48,0,1
7/18/08,51,0,-2
7/19/08,50,0.2,0
7/20/08,50,0.5,0
7/21/08,46,0.1,-1
7/22/08,48,0,0
7/23/08,48,0,3
7/24/08,49,0.1,1
7/25/08,51,0.1,1
7/26/08,47,0.7,-2
7/27/08,46,0.8,-1
7/28/08,45,0,0
7/29/08,47,0,1
7/30/08,48,0,-1
7/31/08,47,0,1
8/1/08,51,0,0
8/2/08,55,0,1
8/3/08,51,0,-1
8/4/08,51,0,0
8/5/08,53,0.5,0
8/6/08,49,0.7,-2
8/7/08,48,0.4,0
8/8/08,47,0.1,-1
8/9/08,47,0,0
8/10/08,48,0,1
8/11/08,46,0,1
8/12/08,47,0,0
8/13/08,47,0,-1
8/14/08,48,0,1
8/15/08,52,0.1,0
8/16/08,48,0,0
8/17/08,42,0,-1
8/18/08,45,0,-1
8/19/08,46,0,0
8/20/08,50,0,1
8/21/08,45,0,-1
8/22/08,47,0,0
8/23/08,48,0,1
8/24/08,49,0.1,0
8/25/08,47,0,-2
8/26/08,46,0,0
8/27/08,47,0,1
8/28/08,50,0.1,0
8/29/08,46,0,0
8/30/08,50,0.3,-1
8/31/08,44,0.1,-1
9/1/08,47,0,0
9/2/08,31,0.1,0
9/3/08,37,0,-2
9/4/08,40,0,-1
9/5/08,45,0,0
9/6/08,45,0,0
9/7/08,43,0,0
9/8/08,46,0,0
9/9/08,42,0.1,-1
9/10/08,37,0,0
9/11/08,36,0,-1
9/12/08,33,0,-1
